Company,"CIK Code",Ticker,Market,"IRS Number","Bus Street 1","Bus Street 2",City,County,"State Code","State Name",Region,Zip,"Bus Phone","Incorporation State Code","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act",Auditor,"Auditor Key","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate Country","Audit Fees ($)","Audit Related Fees ($)","Benefit Plan Related Fees ($)","FISDI Fees ($)","Tax Related Fees ($)","Tax Related Fees - Compliance ($)","Tax Related Fees - Non-Compliance ($)","Other/Misc Fees ($)","Total Non Audit Fees ($)","Total Fees ($)",Currency,"Fees Include Subsidiaries","Fees Included In Parent Filings","Restated Fees","Year Ended Date","Year Ended","Year Ended Month (Ideal)","Fiscal Year Ends (Currently Reported)","S&P Index","Russell Index",Source,"Source Date","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
"Vera Bradley, Inc.",1495320,VRA,"NASDAQ Global Select Market",272935063,"12420 STONEBRIDGE ROAD",,ROANOKE,Huntington,IN,INDIANA,"US Midwest",46783,"(260) 482-4673",,,,3100,"Leather & Leather Products",448150,"Clothing Accessories Stores",34,"Deloitte & Touche LLP",3,,,,"1,041,343",0,0,0,"66,726",,,"1,895","68,621","1,109,964",USD,,,0,2022-01-29,2022,01,0131,,,"DEF 14A",2022-04-22,8.19,2022-01-31,"271,662,304",2022-01-29,"540,453,000","17,838,000","269,937,000","517,546,000"
"Paramount Group, Inc.",1605607,PGRE,NYSE,320439307,"1633 BROADWAY, SUITE 1801",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10019,"(212) 237-3100",,,,6798,"Real Estate Investment Trusts",531120,"Lessors of Nonresidential Buildings (except Miniwarehouses)",34,"Deloitte & Touche LLP",3,,,,"1,041,000","1,504,000",0,0,"1,169,000",,,0,"2,673,000","3,714,000",USD,,,0,2022-12-31,2022,12,1231,,"Russell 2000","DEF 14A",2023-04-06,5.94,2022-12-31,"1,286,362,880",2022-12-31,"740,377,000","-36,403,000","3,501,910,000","8,453,254,000"
"SAFETY INSURANCE GROUP INC",1172052,SAFT,"NASDAQ Global Select Market",134181699,"20 CUSTOM HOUSE STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 951-0600",DE,,,6331,"Fire, Marine, and Casualty Insurance",524126,"Direct Property and Casualty Insurance Carriers",34,"Deloitte & Touche LLP",3,,,,"1,040,875","30,000",0,0,"55,000",,,0,"85,000","1,125,875",USD,,,0,2022-12-31,2022,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2023-04-06,84.26,2022-12-31,"1,246,688,256",2022-12-31,"797,559,000","46,561,000","787,050,000","1,972,569,000"
"Baozun Inc.",1625414,BZUN,"NASDAQ Global Select Market",,"NO. 1-9, LANE 510, WEST JIANGCHANG ROAD","JING'AN DISTRICT",SHANGHAI,,F4,CHINA,Foreign,200436,"(86-21) 60809991",E9,,,5961,"Catalog and Mail-Order Houses",454111,"Electronic Shopping",34,"Deloitte & Touche LLP",3,"Deloitte Touche Tohmatsu Certified Public Accountants LLP",499,CHINA,"1,040,300",0,0,0,0,,,"493,000","493,000","1,533,300",USD,,,0,2022-12-31,2022,12,1231,,,20-F,2023-04-25,5.3,2022-12-31,"311,642,848",2022-12-31,"1,208,428,000","-93,976,000","695,614,000","1,456,114,000"
"BATTALION OIL CORP",1282648,BATL,"NYSE MKT",200700684,"820 GESSNER ROAD","SUITE 1100",HOUSTON,Harris,TX,TEXAS,"US Southwest",77024,"(832) 538-0300",DE,,,1311,"Crude Petroleum and Natural Gas",211111,"Crude Petroleum and Natural Gas Extraction",34,"Deloitte & Touche LLP",3,,,,"1,040,000",0,0,0,"70,000",,,0,"70,000","1,110,000",USD,,,0,2022-12-31,2022,12,1231,,,"DEF 14A",2023-12-28,9.71,2022-12-31,"158,708,160",2022-12-31,"359,064,000","18,539,000",,"485,358,000"
"Black Stone Minerals, L.P.",1621434,BSM,NYSE,471846692,"1001 FANNIN STREET, SUITE 2020",,HOUSTON,Harris,TX,TEXAS,"US Southwest",77022,"(713) 658-0647",DE,,,1311,"Crude Petroleum and Natural Gas",211111,"Crude Petroleum and Natural Gas Extraction",34,"Ernst & Young LLP",2,,,,"1,039,000",0,0,0,0,,,0,0,"1,039,000",USD,,,0,2022-12-31,2022,12,1231,,,"DEF 14A",2023-05-01,16.87,2022-12-31,"3,532,696,064",2022-12-31,"663,604,000","476,480,000",,"1,271,082,000"
"DAYTON POWER & LIGHT CO",27430,,PINX,310258470,"1065 WOODMAN DRIVE",,DAYTON,Greene,OH,OHIO,"US Midwest",45432,"(937) 259-7215",OH,787250,"DPL LLC",4931,"Electric and Other Services Combined",221122,"Electric Power Distribution",34,"Ernst & Young LLP",2,,,,"1,038,201","198,834",0,0,0,,,0,"198,834","1,237,035",USD,,Yes,0,2022-12-31,2022,12,1231,,,10-K,2023-03-01,,,,2022-12-31,"860,100,000","18,900,000","673,300,000","2,405,900,000"
"DPL LLC",787250,,,311163136,"1065 WOODMAN DRIVE",,DAYTON,Greene,OH,OHIO,"US Midwest",45432,"(937) 259-7215",OH,,,4931,"Electric and Other Services Combined",221122,"Electric Power Distribution",34,"Ernst & Young LLP",2,,,,"1,038,201","50,000","111,034",0,0,,,"37,800","198,834","1,237,035",USD,Yes,,0,2022-12-31,2022,12,1231,,,10-K,2023-03-01,,,,2022-12-31,"869,000,000","-4,700,000","-193,800,000","2,422,400,000"
"CareTrust REIT, Inc.",1590717,CTRE,NYSE,463999490,"905 CALLE AMANECER, SUITE 300",,"SAN CLEMENTE",Orange,CA,CALIFORNIA,"US West",92673,"(949) 542-3140",MD,,,6798,"Real Estate Investment Trusts",525990,"Other Financial Vehicles",34,"Deloitte & Touche LLP",3,,,,"1,038,179",0,0,0,0,,,0,0,"1,038,179",USD,,,0,2022-12-31,2022,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2023-03-14,18.58,2022-12-31,"1,839,607,936",2022-12-31,"187,506,000","-7,506,000",,"1,620,781,000"
"Gracell Biotechnologies Inc.",1826492,,NAS,,"BUILDING 3, 418 GUILIN ROAD","XUHUI DISTRICT",SHANGHAI,,F4,CHINA,Foreign,200030,00862164031522,E9,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers Zhong Tian LLP",94,CHINA,"1,037,000",0,0,0,0,,,0,0,"1,037,000",USD,,,0,2022-12-31,2022,12,1231,,,20-F,2023-04-25,2.41,2022-12-29,"166,908,032",2022-12-31,0,"-87,390,000",,"238,255,000"
"Akili, Inc.",1850266,,NAS,923654772,"71 COMMERCIAL STREET","MAILBOX 312",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02109,"(617) 456-0597",,,,3841,"Surgical and Medical Instruments and Apparatus",339112,"Surgical and Medical Instrument Manufacturing",34,"KPMG LLP",4,,,,"1,037,000",0,0,0,0,,,"1,780","1,780","1,038,780",USD,,,0,2022-12-31,2022,12,1231,,,"DEF 14A",2023-03-22,1.12,2022-12-31,"87,385,672",2022-12-31,"323,000","-7,964,000",,"144,557,000"
"Customers Bancorp, Inc.",1488813,CUBI,NYSE,272290659,"701 READING AVENUE",,"WEST READING",Berks,PA,PENNSYLVANIA,"US Mid Atlantic",19611,"(484) 359-7113",PA,,,6022,"State Commercial Banks",522110,"Commercial Banking",34,"Deloitte & Touche LLP",3,,,,"1,035,175","216,750",0,0,"476,202",,,"110,000","802,952","1,838,127",USD,,,0,2022-12-31,2022,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2023-04-19,20.59,2022-12-29,"668,239,360",2022-12-31,"595,926,000","228,034,000","1,399,332,000","20,896,112,000"
"Protagonist Therapeutics, Inc",1377121,PTGX,"NASDAQ Global Market",980505495,"7707 GATEWAY BLVD., SUITE 140",,NEWARK,Alameda,CA,CALIFORNIA,"US West",94560-1160,"(510) 474-0170",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Ernst & Young LLP",2,,,,"1,035,150",0,0,0,"20,639",,,"3,405","24,044","1,059,194",USD,,,0,2022-12-31,2022,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2023-04-12,10.91,2022-12-31,"538,291,264",2022-12-31,"26,581,000","-127,393,000",,"247,928,000"
"SEI INSTITUTIONAL MANAGED TRUST",804239,,,000000000,"2 OLIVER ST",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02109,"(800) 345-5734",PA,,,,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"1,035,060",0,0,0,0,,,0,0,"1,035,060",USD,,,0,2022-09-30,2022,09,0930,,,N-CSR,2022-12-09,,,,2022-09-30,"712,809,000","457,797,000","23,799,047,000","26,664,849,000"
"Invesco Mortgage Capital Inc.",1437071,IVR,NYSE,262749336,"1331 SPRING ST. NW","SUITE 2500",ATLANTA,Fulton,GA,GEORGIA,"US Southeast",30309,"(404) 892-0896",MD,,,6798,"Real Estate Investment Trusts",525990,"Other Financial Vehicles",34,"PricewaterhouseCoopers LLP",1,,,,"1,034,000","18,000",0,0,0,,,"1,000","19,000","1,053,000",USD,,,0,2022-12-31,2022,12,1231,,"Russell 2000","DEF 14A",2023-03-21,12.73,2022-12-31,"492,789,952",2022-12-31,"-377,193,000","-402,924,000",,"5,097,395,000"
"MONRO, INC.",876427,MNRO,"NASDAQ Global Select Market",160838627,"295 WOODCLIFF DRIVE, SUITE 202",,FAIRPORT,Monroe,NY,"NEW YORK","US Mid Atlantic",14450,1-800-876-6676,NY,,,7500,"Services-Automotive Repair, Services & Parking",811112,"Automotive Exhaust System Repair",34,"PricewaterhouseCoopers LLP",1,,,,"1,034,000","3,132",0,0,"290,000",,,"303,000","596,132","1,630,132",USD,,,0,2022-03-28,2022,03,0331,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-07-07,44.34,2022-03-31,"1,487,460,224",2022-03-26,"1,359,328,000","61,568,000","-20,490,000","1,871,412,000"
"Sage Therapeutics, Inc.",1597553,SAGE,NAS,274486580,"55 CAMBRIDGE PARKWAY",,CAMBRIDGE,Middlesex,MA,MASSACHUSETTS,"US New England",02142,"(617) 299-8380",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"1,032,500","26,000",0,0,"110,000",,,"3,081","139,081","1,171,581",USD,,,0,2022-12-31,2022,12,1231,,"Russell 2000","DEF 14A",2023-04-27,38.14,2022-12-31,"2,269,678,080",2022-12-31,"7,686,000","-532,784,000",,"1,356,449,000"
"Hillman Solutions Corp.",1822492,HLMN,"NASDAQ Global Market",852096734,"1280 KEMPER MEADOW DR.",,CINCINNATI,Hamilton,OH,OHIO,"US Midwest",45240,"(513) 851-4900",DE,,,3420,"Cutlery, Handtools & General Hardware",332212,"Hand and Edge Tool Manufacturing",34,"KPMG LLP",4,,,,"1,032,000","44,000",0,0,"105,000",,,"70,000","219,000","1,251,000",USD,,,0,2022-12-31,2022,12,1227,,"Russell 2000","DEF 14A",2023-04-19,7.21,2022-12-31,"1,402,694,016",2022-12-31,"1,486,328,000","-16,436,000","-401,533,000","2,470,690,000"
"TRIMAS CORP",842633,TRS,"NASDAQ Global Select Market",382687639,"38505 WOODWARD AVENUE","SUITE 200","BLOOMFIELD HILLS",Oakland,MI,MICHIGAN,"US Midwest",48304,"(248) 631-5400",DE,,,3460,"Metal Forgings & Stampings",423120,"Motor Vehicle Supplies and New Parts Merchant Wholesalers",34,"Deloitte & Touche LLP",3,,,,"1,030,000",0,0,0,"380,000",,,0,"380,000","1,410,000",USD,,,0,2022-12-31,2022,12,1231,,"Russell 2000","DEF 14A",2023-03-30,27.74,2022-12-31,"1,157,444,864",2022-12-31,"883,830,000","66,170,000","123,910,000","1,305,000,000"
"Karuna Therapeutics, Inc.",1771917,,NAS,270605902,"99 HIGH STREET","26TH FLOOR",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(857) 449-2244",,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"KPMG LLP",4,,,,"1,029,076",0,0,0,0,,,0,0,"1,029,076",USD,,,0,2022-12-31,2022,12,1231,,,"DEF 14A",2023-04-27,196.5,2022-12-31,"6,774,122,496",2022-12-31,"10,637,000","-276,336,000",,"1,163,334,000"
"ELECTRAMECCANICA VEHICLES CORP.",1637736,,NAS,981485035,"8127 E. RAY ROAD",,MESA,Maricopa,AZ,ARIZONA,"US Southwest",85212,"(604) 428-7656",A1,,,3711,"Motor Vehicles and Passenger Car Bodies",336111,"Automobile Manufacturing",34,"KPMG LLP",4,"KPMG LLP Chartered Accountants",187,ONTARIO,"1,028,325",0,0,0,"137,400",,,0,"137,400","1,165,725",USD,,,0,2022-12-31,2022,12,1231,,,"DEF 14A",2023-11-22,0.6,2022-12-31,"71,572,752",2022-12-31,"6,812,446","-123,698,513",,"181,246,429"
"ITERIS, INC.",350868,,NAS,952588496,"1250 S. CAPITAL OF TEXAS HWY.","BLDG. 1, SUITE 330",AUSTIN,Travis,TX,TEXAS,"US Southwest",78746,"(512) 716-0808",DE,,,3669,"Communications Equipment, NEC",334220,"Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing",34,"Deloitte & Touche LLP",3,,,,"1,028,214","43,895",0,0,0,,,0,"43,895","1,072,109",USD,,,0,2022-03-31,2022,03,0331,,,"DEF 14A",2022-07-15,2.98,2022-03-31,"126,399,680",2022-03-31,"133,572,000","-7,080,000","36,743,000","126,383,000"
"Taysha Gene Therapies, Inc.",1806310,TSHA,"NASDAQ Global Market",843199512,"3000 PEGASUS PARK DRIVE","SUITE 1430",DALLAS,Dallas,TX,TEXAS,"US Southwest",75247,"(214) 612-0000",DE,,,2836,"Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,"Deloitte & Touche LLP",3,,,,"1,027,254","11,546",0,0,"43,050",,,"2,051","56,647","1,083,901",USD,,,0,2022-12-31,2022,12,1231,,"Russell 2000","DEF 14A",2023-05-08,2.26,2022-12-31,"142,848,960",2022-12-31,"2,502,000","-166,014,000",,"126,276,000"
"Xunlei Ltd",1510593,XNET,"NASDAQ Global Select Market",,"3709 BAISHI ROAD, NANSHAN DISTRICT",,SHENZHEN,,F4,CHINA,Foreign,518000,"86-755 6111-1571",E9,,,7372,"Prepackaged Software",518111,"Internet Service Providers",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers Zhong Tian LLP",94,CHINA,"1,026,618",0,0,0,0,,,0,0,"1,026,618",USD,,,0,2022-12-31,2022,12,1231,,,20-F,2023-04-26,1.82,2022-12-31,"118,317,376",2022-12-31,"341,497,000","21,463,000","282,168,000","463,323,000"
"SYSTEM ENERGY RESOURCES, INC",202584,,,720752777,"1340 ECHELON PKWY",,JACKSON,Hinds,MS,MISSISSIPPI,"US Southeast",39213,"(601) 368-5000",AR,65984,"ENTERGY CORP /DE/",4911,"Electric Services",221122,"Electric Power Distribution",34,"Deloitte & Touche LLP",3,,,,"1,025,943",0,0,0,0,,,0,0,"1,025,943",USD,,Yes,0,2022-12-31,2022,12,1231,,,10-K,2023-02-24,,,,2022-12-31,"658,812,000","-276,593,000",,"4,214,146,000"
"ENTERGY MISSISSIPPI, LLC",66901,EMP,NYSE,831950019,"308 EAST PEARL STREET",,JACKSON,Hinds,MS,MISSISSIPPI,"US Southeast",39201,"(601) 368-5000",TX,65984,"ENTERGY CORP /DE/",4911,"Electric Services",221119,"Other Electric Power Generation",34,"Deloitte & Touche LLP",3,,,,"1,025,943",0,0,0,0,,,0,0,"1,025,943",USD,,Yes,0,2022-12-31,2022,12,1231,,,10-K,2023-02-24,,,,2022-12-31,"1,624,234,000","197,622,000",,"6,078,764,000"
"AN2 Therapeutics, Inc.",1880438,ANTX,"NASDAQ Global Market",820606654,"1300 EL CAMINO REAL, SUITE 100",,"MENLO PARK","San Mateo",CA,CALIFORNIA,"US West",94025,"(650) 331-9090",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"1,025,000",0,0,0,0,,,"4,150","4,150","1,029,150",USD,,,0,2022-12-31,2022,12,1231,,,"DEF 14A",2023-04-26,9.23,2022-12-29,"179,086,528",2022-12-31,,"-40,956,000",,"102,560,000"
"Bain Capital Specialty Finance, Inc.",1655050,BCSF,NYSE,812878769,"C/O BAIN CAPITAL CREDIT, LP","200 CLARENDON STREET",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02116,"(617) 516-2318",DE,,,,,525990,"Other Financial Vehicles",34,"PricewaterhouseCoopers LLP",1,,,,"1,025,000",0,0,0,"97,350",,,956,"98,306","1,123,306",USD,,,0,2022-12-31,2022,12,1231,,,"DEF 14A",2023-04-21,11.9,2022-12-31,"768,290,944",2022-12-31,"167,227,000","105,480,000",,"2,592,434,000"
"Easterly Government Properties, Inc.",1622194,DEA,NYSE,472047728,"2001 K STREET NW","SUITE 775 NORTH",WASHINGTON,"District of Columbia",DC,"DISTRICT OF COLUMBIA","US Mid Atlantic",20006,"(202) 595-9500",MD,,,6798,"Real Estate Investment Trusts",531120,"Lessors of Nonresidential Buildings (except Miniwarehouses)",34,"PricewaterhouseCoopers LLP",1,,,,"1,024,700","103,100",0,0,"372,060",,,"5,920","481,080","1,505,780",USD,,,0,2022-12-31,2022,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2023-04-04,14.27,2022-12-31,"1,295,916,032",2022-12-31,"293,606,000","31,474,000","1,087,599,000","2,829,385,000"
"Spero Therapeutics, Inc.",1701108,SPRO,"NASDAQ Global Select Market",464590683,"675 MASSACHUSETTS AVENUE","14TH FLOOR",CAMBRIDGE,Middlesex,MA,MASSACHUSETTS,"US New England",02139,"(857) 242-1600",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"1,024,500","75,000",0,0,0,,,956,"75,956","1,100,456",USD,,,0,2022-12-31,2022,12,1231,,,"DEF 14A",2023-09-01,1.73,2022-12-31,"90,749,216",2022-12-31,"53,509,000","-46,415,000",,"124,802,000"
"Federal Home Loan Bank of Boston",1331463,,,046002575,"800 BOYLSTON STREET","6TH FLOOR",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02199,"(617) 292-9600",X1,,,6111,"Federal and Federally-Sponsored Credit Agencies",522298,"All Other Nondepository Credit Intermediation",34,"PricewaterhouseCoopers LLP",1,,,,"1,024,000","66,000",0,0,0,,,"3,000","69,000","1,093,000",USD,,,0,2022-12-31,2022,12,1231,,,10-K,2023-03-17,,,,2022-12-31,"296,367,000","184,211,000",,"62,897,549,000"
"89bio, Inc.",1785173,ETNB,NAS,364946844,"655 MONTGOMERY STREET","SUITE 1500","SAN FRANCISCO","San Francisco",CA,CALIFORNIA,"US West",94111,"(415) 432-9270",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"KPMG LLP",4,,,,"1,022,000",0,0,0,0,,,0,0,"1,022,000",USD,,,0,2022-12-31,2022,12,1231,,"Russell 2000","DEF 14A",2023-04-24,12.73,2022-12-31,"643,636,288",2022-12-31,0,"-102,026,000",,"196,824,000"
"MasterCraft Boat Holdings, Inc.",1638290,MCFT,"NASDAQ Global Market",061571747,"100 CHEROKEE COVE DRIVE",,VONORE,Monroe,TN,TENNESSEE,"US Southeast",37885,"(423) 884-2221",DE,,,3730,"Ship & Boat Building & Repairing",336612,"Boat Building",34,"Deloitte & Touche LLP",3,,,,"1,020,000",0,0,0,0,,,"1,895","1,895","1,021,895",USD,,,0,2022-06-30,2022,06,0630,,"Russell 2000","DEF 14A",2022-09-16,21.05,2022-06-30,"380,193,248",2022-06-30,"641,609,000","58,214,000","77,737,000","297,052,000"
"Cherry Hill Mortgage Investment Corp",1571776,CHMI,NYSE,461315605,"4000 ROUTE 66","SUITE 310","TINTON FALLS",Monmouth,NJ,"NEW JERSEY","US Mid Atlantic",07753,"(856) 626-2663",MD,,,6798,"Real Estate Investment Trusts",525990,"Other Financial Vehicles",34,"Ernst & Young LLP",2,,,,"1,020,000",0,0,0,"160,000",,,0,"160,000","1,180,000",USD,,,0,2022-12-31,2022,12,1231,,,"DEF 14A",2023-04-27,5.8,2022-12-31,"136,347,152",2022-12-31,"53,430,000","21,739,000",,"1,408,825,000"
"MSP Recovery, Inc.",1802450,MSPR,"NASDAQ Capital Market",844117825,"3150 SW 38TH AVENUE","SUITE 1100",MIAMI,Miami-Dade,FL,FLORIDA,"US Southeast",33146,"(305) 614-2222",,,,7374,"Computer Processing and Data Preparation and Processing Services",518210,"Data Processing, Hosting, and Related Services",34,"Deloitte & Touche LLP",3,,,,"1,019,744","895,821",0,0,0,,,0,"895,821","1,915,565",USD,,,0,2022-12-31,2022,12,1231,,,"DEF 14A",2023-09-22,1.6,2022-12-31,"119,368,456",2022-12-31,"23,420,000","-7,417,000","-3,253,470,000","3,417,945,000"
"Energy Recovery, Inc.",1421517,ERII,"NASDAQ Global Select Market",010616867,"1717 DOOLITTLE DRIVE",,"SAN LEANDRO",Alameda,CA,CALIFORNIA,"US West",94577,"(510) 483-7370",DE,,,3559,"Special  Industry Machinery, NEC",334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",34,"Deloitte & Touche LLP",3,,,,"1,019,105",0,0,0,"47,959",,,"1,895","49,854","1,068,959",USD,,,0,2022-12-31,2022,12,1231,,"Russell 2000","DEF 14A",2023-04-24,20.49,2022-12-31,"1,149,015,296",2022-12-31,"125,591,000","24,049,000","172,548,000","217,039,000"
"Aligos Therapeutics, Inc.",1799448,ALGS,"NASDAQ Capital Market",824724808,"ONE CORPORATE DR., 2ND FLOOR",,"SOUTH SAN FRANCISCO","San Mateo",CA,CALIFORNIA,"US West",94080,"(800) 466-6059",DE,,,2836,"Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,"Ernst & Young LLP",2,,,,"1,019,000","60,000",0,0,0,,,0,"60,000","1,079,000",USD,,,0,2022-12-31,2022,12,1231,,,"DEF 14A",2023-04-28,0.95,2022-12-31,"37,950,620",2022-12-31,"13,907,000","-96,046,000",,"146,693,000"
"Globalstar, Inc.",1366868,GSAT,"NASDAQ Global Select Market",412116508,"1351 HOLIDAY SQUARE BLVD.,",,"COVINGTON,","Saint Tammany",LA,LOUISIANA,"US Southeast",70433,"(408) 933-4000",DE,,,4899,"Communications Services, NEC",517212,"Cellular and Other Wireless Telecommunications",34,"Ernst & Young LLP",2,,,,"1,017,665","20,000",0,0,"537,191",,,0,"557,191","1,574,856",USD,,,0,2022-12-31,2022,12,1231,,"Russell 2000","DEF 14A",2023-05-12,1.33,2022-12-31,"2,408,729,344",2022-12-31,"148,504,000","-256,915,000","276,346,000","833,395,000"
"SINOPEC SHANGHAI PETROCHEMICAL CO LTD",908732,SPTJF,"Pink Limited",000000000,"NO 48 JINYI ROAD","JINSHAN DISTRICT",SHANGHAI,,F4,CHINA,Foreign,200540,862157943143,F4,,,2821,"Plastics Material and Synthetic Resins, and Nonvulcanizable Elastomers",325211,"Plastics Material and Resin Manufacturing",34,"KPMG LLP",4,"KPMG Huazhen LLP",355,CHINA,"1,017,612",0,0,0,"19,200",,,0,"19,200","1,036,812",USD,,,0,2022-12-31,2022,12,1231,,,20-F,2023-04-26,0.1521,2025-12-01,"5,315,895",2022-12-31,"10,451,338,000","-408,864,000",,"5,917,505,000"
"Quotient Ltd",1596946,,PINX,,"28 ESPLANADE",,"SAINT HELIER",,Y9,JERSEY,Foreign,"JE2 3QA",41274832286,Y9,,,2835,"In Vitro and In Vivo Diagnostic Substances",325413,"In-Vitro Diagnostic Substance Manufacturing",34,"Ernst & Young LLP",2,"Ernst & Young LLP",57,"UNITED KINGDOM","1,017,500",0,0,0,0,,,0,0,"1,017,500",USD,,,0,2022-03-31,2022,03,0331,,,"DEF 14A",2022-07-27,1.26,2022-03-29,"129,274,896",2022-03-31,"38,514,000","-125,130,000","-144,618,000","193,989,000"
"McEwen Inc.",314203,MUX,NYSE,840796160,"SUITE 2800","150 KING STREET WEST, P.O. BOX 24",TORONTO,,A6,ONTARIO,Canada,,"(647) 258-0395",CO,,,1040,"Metal Mining",212221,"Gold Ore Mining",34,"Ernst & Young LLP",2,"Ernst & Young LLP Chartered Accountants",192,ONTARIO,"1,015,591",0,0,0,"195,915",,,0,"195,915","1,211,506",USD,Uncertain,,1,2022-12-31,2022,12,1231,,,"DEF 14A",2024-05-17,5.83,2022-12-29,"276,502,688",2022-12-31,"110,417,000","-81,075,000",,"528,719,000"
"Aquestive Therapeutics, Inc.",1398733,AQST,"NASDAQ Global Market",823827296,"30 TECHNOLOGY DRIVE",,WARREN,Somerset,NJ,"NEW JERSEY","US Mid Atlantic",07059,"(908) 941-1900",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"KPMG LLP",4,,,,"1,015,000",0,0,0,0,,,0,0,"1,015,000",USD,,,0,2022-12-31,2022,12,1231,,"Russell 2000","DEF 14A",2023-04-28,0.9,2022-12-31,"49,344,960",2022-12-31,"47,680,000","-54,410,000","-119,989,000","57,070,000"
"National Storage Affiliates Trust",1618563,NSA,NYSE,465053858,"8400 E. PRENTICE AVENUE","9TH FLOOR","GREENWOOD VILLAGE",Arapahoe,CO,COLORADO,"US West",80111,"(720) 630-2600",MD,,,6798,"Real Estate Investment Trusts",531120,"Lessors of Nonresidential Buildings (except Miniwarehouses)",34,"KPMG LLP",4,,,,"1,015,000",0,0,0,0,,,0,0,"1,015,000",USD,,,0,2022-12-31,2022,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2023-04-07,36.12,2022-12-31,"3,245,098,240",2022-12-31,"801,569,000","103,737,000",,"6,070,007,000"
"GRANITE REIT INC.",1564540,,,,"77 KING ST. WEST, SUITE 4010","P.O. BOX 159, TD CENTRE",TORONTO,,A6,ONTARIO,Canada,"M5K 1H1","(647) 925-7522",A1,,,6798,"Real Estate Investment Trusts",525990,"Other Financial Vehicles",34,"Deloitte & Touche LLP",3,"Deloitte LLP",468,ONTARIO,"1,014,181","53,055",0,0,0,,,0,"53,055","1,067,236",USD,,,0,2022-12-31,2022,12,1231,,,40-F,2023-03-08,,,,2022-12-31,"336,233,000","115,002,000",,"6,849,222,000"
"GRANITE REAL ESTATE INVESTMENT TRUST",1564538,GRP.U,NYSE,,"77 KING ST. WEST, SUITE 4010","P.O. BOX 159, TD CENTRE",TORONTO,,A6,ONTARIO,Canada,"M5K 1H1","(647) 925-7500",A6,,,6798,"Real Estate Investment Trusts",525990,"Other Financial Vehicles",34,"Deloitte & Touche LLP",3,"Deloitte LLP",468,ONTARIO,"1,014,181","53,055",0,0,0,,,0,"53,055","1,067,236",USD,,,0,2022-12-31,2022,12,1231,,,40-F,2023-03-08,50.9,2022-12-29,"3,343,826,944",2022-12-31,"336,233,000","115,002,000",,"6,849,222,000"
"Aurora Innovation, Inc.",1828108,AUR,"NASDAQ Global Select Market",981562265,"1654 SMALLMAN ST.",,PITTSBURGH,Allegheny,PA,PENNSYLVANIA,"US Mid Atlantic",15222,"(888) 583-9506",DE,,,7373,"Computer Integrated Systems Design",511210,"Software Publishers",34,"KPMG LLP",4,,,,"1,014,000",0,0,0,0,,,0,0,"1,014,000",USD,,,0,2022-12-31,2022,12,1231,,"Russell 1000","DEF 14A",2023-04-06,1.21,2022-12-31,"912,339,968",2022-12-31,"68,000,000","-1,723,000,000","1,166,000,000","2,001,000,000"
