Company,"CIK Code",Ticker,Market,"IRS Number","Bus Street 1","Bus Street 2",City,County,"State Code","State Name",Region,Zip,"Bus Phone","Incorporation State Code","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act",Auditor,"Auditor Key","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate Country","Audit Fees ($)","Audit Related Fees ($)","Benefit Plan Related Fees ($)","FISDI Fees ($)","Tax Related Fees ($)","Tax Related Fees - Compliance ($)","Tax Related Fees - Non-Compliance ($)","Other/Misc Fees ($)","Total Non Audit Fees ($)","Total Fees ($)",Currency,"Fees Include Subsidiaries","Fees Included In Parent Filings","Restated Fees","Year Ended Date","Year Ended","Year Ended Month (Ideal)","Fiscal Year Ends (Currently Reported)","S&P Index","Russell Index",Source,"Source Date","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
"SOUTHWESTERN ELECTRIC POWER CO",92487,,,720323455,"1 RIVERSIDE PLAZA",,COLUMBUS,Franklin,OH,OHIO,"US Midwest",43215,"(614) 716-1000",DE,4904,"AMERICAN ELECTRIC POWER CO INC",4911,"Electric Services",221111,"Hydroelectric Power Generation",34,"PricewaterhouseCoopers LLP",1,,,,"1,109,336","85,833",0,0,0,,,0,"85,833","1,195,169",USD,,Yes,0,2024-12-31,2024,12,1231,,,10-K,2025-02-13,,,,2024-12-31,"2,036,300,000","321,200,000",,"11,495,000,000"
"AEON Biopharma, Inc.",1837607,AEON,"NYSE MKT",853940478,"5 PARK PLAZA","SUITE 1750",IRVINE,Orange,CA,CALIFORNIA,"US West",92614,"(949) 354-6499",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"KPMG LLP",4,,,,"1,109,000",0,0,0,0,,,0,0,"1,109,000",USD,,,0,2024-12-31,2024,12,1231,,,"DEF 14A",2025-04-29,0.5498,2025-01-02,"21,975,888",2024-12-31,0,"42,005,000",,"3,142,000"
"SPS COMMERCE INC",1092699,SPSC,"NASDAQ Global Select Market",412015127,"333 SOUTH SEVENTH STREET","SUITE 1000",MINNEAPOLIS,Hennepin,MN,MINNESOTA,"US Midwest",55402,"(612) 435-9400",,,,7372,"Prepackaged Software",541611,"Administrative Management and General Management Consulting Services",34,"KPMG LLP",4,,,,"1,109,000",0,0,0,0,,,0,0,"1,109,000",USD,,,0,2024-12-31,2024,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2025-03-28,182.81,2025-01-02,"6,867,817,472",2024-12-31,"637,765,000","77,054,000","274,216,000","1,031,230,000"
"Vera Bradley, Inc.",1495320,VRA,"NASDAQ Global Select Market",272935063,"12420 STONEBRIDGE ROAD",,ROANOKE,Huntington,IN,INDIANA,"US Midwest",46783,"(260) 482-4673",,,,3100,"Leather & Leather Products",448150,"Clothing Accessories Stores",34,"Deloitte & Touche LLP",3,,,,"1,108,430","8,000",0,0,"136,524",,,"1,895","146,419","1,254,849",USD,,,0,2024-02-03,2024,1,0131,,,"DEF 14A",2024-04-26,7.63,2024-02-05,"235,210,032",2024-02-03,"470,786,000","7,838,000","252,356,000","380,786,000"
"HARTFORD MUTUAL FUNDS, INC",1006415,,,000000000,"690 LEE ROAD",,WAYNE,Delaware,PA,PENNSYLVANIA,"US Mid Atlantic",19087,"(610) 386-4068",MD,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"1,107,993","16,000",0,0,"171,084",,,983,"188,067","1,296,060",USD,,,0,2024-10-31,2024,10,1031,,,N-CSR,2025-01-06,,,,2024-10-31,"2,686,473,695","2,007,597,633","92,966,642,778","95,473,401,070"
"Concentra Group Holdings Parent, Inc.",2014596,CON,NYSE,301006613,"5080 SPECTRUM DRIVE","SUITE 1200W",ADDISON,Dallas,TX,TEXAS,"US Southwest",75001,"(972) 364-8000",DE,,,8093,"Specialty Outpatient Facilities, NEC",0,,34,"PricewaterhouseCoopers LLP",1,,,,"1,107,000",0,0,0,0,,,0,0,"1,107,000",USD,,,0,2024-12-31,2024,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2025-03-18,19.78,2024-12-31,"2,534,331,392",2024-12-31,"1,900,192,000","166,543,000","-1,145,748,000","2,521,164,000"
"Federal Home Loan Bank of Indianapolis",1331754,,,356001443,"8250 WOODFIELD CROSSING BOULEVARD",,INDIANAPOLIS,Marion,IN,INDIANA,"US Midwest",46240,"(317) 465-0200",X1,,,6111,"Federal and Federally-Sponsored Credit Agencies",522298,"All Other Nondepository Credit Intermediation",34,"PricewaterhouseCoopers LLP",1,,,,"1,105,000","73,000",0,0,0,,,"2,000","75,000","1,180,000",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-03-13,,,,2024-12-31,"538,902,000","341,613,000",,"84,534,591,000"
"Humacyte, Inc.",1818382,HUMA,"NASDAQ Global Select Market",851763759,"2525 EAST NORTH CAROLINA HIGHWAY 54",,DURHAM,Durham,NC,"NORTH CAROLINA","US Southeast",27713,"(919) 313-9633",DE,,,2836,"Biological Products, Except Diagnostic Substances",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"1,105,000",0,0,0,"73,750",,,"2,000","75,750","1,180,750",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-04-29,5.18,2025-01-02,"651,952,192",2024-12-31,0,"-148,701,000",,"137,872,000"
"MADRIGAL PHARMACEUTICALS, INC.",1157601,MDGL,"NASDAQ Capital Market",043508648,"200 BARR HARBOR DRIVE, SUITE 400",,"WEST CONSHOHOCKEN",Montgomery,PA,PENNSYLVANIA,"US Mid Atlantic",19428,"(404) 380-9263",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"1,105,000","209,500",0,0,"452,500",,,"3,000","665,000","1,770,000",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-04-29,308.57,2024-12-31,"6,789,983,744",2024-12-31,"180,133,000","-465,892,000","749,654,000","1,042,247,000"
"Caribou Biosciences, Inc.",1619856,CRBU,"NASDAQ Global Select Market",453728228,"2929 7TH STREET, SUITE 105",,BERKELEY,Alameda,CA,CALIFORNIA,"US West",94710,"(510) 982-6030",DE,,,2836,"Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,"Deloitte & Touche LLP",3,,,,"1,104,000",0,0,0,"46,725",,,"1,895","48,620","1,152,620",USD,,,0,2024-12-31,2024,12,1231,,,"DEF 14A",2025-04-25,1.59,2024-12-31,"146,881,936",2024-12-31,"9,994,000","-149,105,000",,"313,313,000"
"Energy Recovery, Inc.",1421517,ERII,"NASDAQ Global Select Market",010616867,"1717 DOOLITTLE DRIVE",,"SAN LEANDRO",Alameda,CA,CALIFORNIA,"US West",94577,"(510) 483-7370",DE,,,3559,"Special  Industry Machinery, NEC",334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",34,"Deloitte & Touche LLP",3,,,,"1,103,105",0,0,0,"56,746",,,"1,895","58,641","1,161,746",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-04-21,14.7,2024-12-31,"805,352,128",2024-12-31,"144,948,000","23,050,000","197,220,000","242,792,000"
"AIR T INC",353184,AIRT,"NASDAQ Capital Market",521206400,"11020 DAVID TAYLOR DRIVE","SUITE 305",CHARLOTTE,Mecklenburg,NC,"NORTH CAROLINA","US Southeast",28262,"(980) 595-2840",DE,,,4513,"Air Courier Services",492110,Couriers,34,"Deloitte & Touche LLP",3,,,,"1,100,626","110,000",0,0,0,,,"5,685","115,685","1,216,311",USD,,,1,2024-03-31,2024,03,0331,,,"DEF 14A",2025-07-03,22.08,2024-04-02,"62,298,808",2024-03-31,"286,834,000","-6,819,000","-3,772,000","177,167,000"
"ASCENTAGE PHARMA GROUP INTERNATIONAL",2023311,AAPG,"NASDAQ Global Market",,"68 XINQING ROAD","SUZHOU INDUSTRIAL PARK","SUZHOU , JIANGSU",,F4,CHINA,Foreign,,"86 512 8555 7777",E9,,,2834,"Pharmaceutical Preparations",,,34,"Ernst & Young LLP",2,"Ernst & Young Hua Ming LLP",211,CHINA,"1,100,502",0,0,0,"82,468",,,"40,120","122,588","1,223,090",USD,,,0,2024-12-31,2024,12,1231,,,20-F,2025-04-16,32.5,2025-11-28,"2,829,665,963",2024-12-31,"134,349,000","-55,578,000","22,400,000","358,641,000"
"TOMPKINS FINANCIAL CORP",1005817,TMP,"NYSE MKT",161482357,"118 E SENECA STREET","P.O. BOX 460",ITHACA,Tompkins,NY,"NEW YORK","US Mid Atlantic",14850,"(607) 274-2078",NY,,,6022,"State Commercial Banks",522110,"Commercial Banking",34,"KPMG LLP",4,,,,"1,100,250","9,000",0,0,0,,,0,"9,000","1,109,250",USD,,,0,2024-12-31,2024,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2025-04-01,66.75,2025-01-02,"960,778,304",2024-12-31,"292,618,000","70,850,000","618,639,000","8,109,080,000"
CubeSmart,1298675,CUBE,NYSE,201024732,"5 OLD LANCASTER ROAD",,MALVERN,Chester,PA,PENNSYLVANIA,"US Mid Atlantic",19355,"(610) 535-5700",MD,,,6798,"Real Estate Investment Trusts",525990,"Other Financial Vehicles",34,"KPMG LLP",4,,,,"1,100,000",0,0,0,"492,000",,,"1,780","493,780","1,593,780",USD,Uncertain,,0,2024-12-31,2024,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2025-04-04,42.85,2024-12-31,"9,759,729,664",2024-12-31,"1,066,231,000","391,180,000",,"6,394,181,000"
"TIAA REAL ESTATE ACCOUNT",946155,,,000000000,"730 THIRD AVE",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10017,"(212) 490-9000",NY,,,6500,"Real Estate",524113,"Direct Life Insurance Carriers",34,"PricewaterhouseCoopers LLP",1,,,,"1,100,000",0,0,0,0,,,0,0,"1,100,000",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-03-06,,,,2024-12-31,"1,360,700,000","-973,700,000",,"25,245,900,000"
"Hub Cyber Security Ltd.",1905660,HUBC,NAS,,"2 KAPLAN ST.",,"TEL AVIV",,L3,ISRAEL,Foreign,6473403,"972 3 791 3200",L3,,,3576,"Computer Communications Equipment",561621,"Security Systems Services (except Locksmiths)",34,"Ernst & Young LLP",2,"Kost Forer Gabbay & Kasierer",222,ISRAEL,"1,100,000","450,000",0,0,0,,,0,"450,000","1,550,000",USD,,,0,2024-12-31,2024,12,1231,,,20-F,2025-05-01,,,,2024-12-31,"29,562,000","-39,031,000","-87,028,000","27,416,000"
"Private Shares Fund",1557265,PIIVX,,,"88 PINE STREET","31ST FLOOR, SUITE 3101","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10005,"(800) 279-7754",NY,,,,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"1,100,000",0,0,0,"23,900",,,0,"23,900","1,123,900",USD,,,0,2024-12-31,2024,12,1231,,,N-CSR,2025-03-10,,,,2024-12-31,"8,918,381","-14,023,143","972,617,843","975,014,853"
"SAIA INC",1177702,SAIA,"NASDAQ Global Select Market",481229851,"11465 JOHNS CREEK PARKWAY","STE 400","JOHNS CREEK",Gwinnett,GA,GEORGIA,"US Southeast",30097,"(770) 232-5067",DE,,,4213,"Trucking, Except Local",484122,"General Freight Trucking, Long-Distance, Less Than Truckload",34,"KPMG LLP",4,,,,"1,099,000",0,0,0,0,,,0,0,"1,099,000",USD,,,0,2024-12-31,2024,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2025-03-17,445.33,2025-01-02,"11,843,585,024",2024-12-31,"3,209,074,000","362,065,000","2,294,829,000","3,166,857,000"
"HIBBETT INC",1017480,,NAS,208159608,"2700 MILAN COURT",,BIRMINGHAM,Jefferson,AL,ALABAMA,"US Southeast",35211,"(205) 942-4292",DE,,,5940,"Retail-Miscellaneous Shopping Goods Stores",451110,"Sporting Goods Stores",34,"Ernst & Young LLP",2,,,,"1,099,000","120,000",0,0,0,,,0,"120,000","1,219,000",USD,,,0,2024-02-03,2024,1,0130,,,10-K/A,2024-05-29,66.59,2024-02-05,"783,880,896",2024-02-03,"1,728,887,000","103,158,000","395,525,000","909,222,000"
"NexPoint Real Estate Finance, Inc.",1786248,NREF,NYSE,842178264,"300 CRESCENT COURT","SUITE 700",DALLAS,Dallas,TX,TEXAS,"US Southwest",75201,"(214) 276-6300",MD,,,6798,"Real Estate Investment Trusts",525990,"Other Financial Vehicles",34,"KPMG LLP",4,,,,"1,097,297",0,0,0,"352,133",,,0,"352,133","1,449,430",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-04-02,15.75,2025-01-02,"275,012,768",2024-12-31,"43,450,000","29,192,000",,"5,416,073,000"
"Nkarta, Inc.",1787400,NKTX,"NASDAQ Global Market",474515206,"1150 VETERANS BOULEVARD",,"SOUTH SAN FRANCISCO","San Mateo",CA,CALIFORNIA,"US West",94080,"(925) 407-1049",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Ernst & Young LLP",2,,,,"1,096,000",0,0,0,0,,,0,0,"1,096,000",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-04-21,2.49,2024-12-31,"175,906,400",2024-12-31,0,"-108,790,000",,"501,203,000"
"biote Corp.",1819253,BTMD,"NASDAQ Global Market",851791125,"1875 W. WALNUT HILL LN #100",,IRVING,Dallas,TX,TEXAS,"US Southwest",75038,"(972) 486-9346",,,,2833,"Medicinal Chemicals and Botanical Products",621491,"HMO Medical Centers",34,"Deloitte & Touche LLP",3,,,,"1,094,920","65,000",0,0,"1,123,584","1,123,584",,0,"1,188,584","2,283,504",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-04-03,6.03,2025-01-02,"197,181,984",2024-12-31,"197,191,000","3,157,000","-121,138,000","122,370,000"
"WISCONSIN PUBLIC SERVICE CORP",107833,,PINX,390715160,"700 NORTH ADAMS STREET","PO BOX 19001","GREEN BAY",Brown,WI,WISCONSIN,"US Midwest",54307-9001,"(920) 433-1459",WI,783325,"WEC ENERGY GROUP, INC.",4931,"Electric and Other Services Combined",221111,"Hydroelectric Power Generation",34,"Deloitte & Touche LLP",3,,,,"1,094,217",0,0,0,"35,795",,,673,"36,468","1,130,685",USD,,Yes,0,2024-12-31,2024,12,1231,,,10-K,2025-02-21,,,,2024-12-31,"1,560,400,000","252,900,000","2,675,400,000","7,495,700,000"
"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",1520504,VLRS,NYSE,,"AV. ANTONIO DOVALI JAIME NO. 70","PISO 13","COL. ZEDEC SANTA FE",,O5,MEXICO,Foreign,01210,"(52) 55 5261 6400",,,,4512,"Air Transportation, Scheduled",481111,"Scheduled Passenger Air Transportation",34,"KPMG LLP",4,"KPMG Cardenas Dosal SC",75,MEXICO,"1,094,209","126,948",0,0,0,,,0,"126,948","1,221,157",USD,,,0,2024-12-31,2024,12,1231,,,20-F,2025-04-30,7.4,2025-01-02,"1,946,307,968",2024-12-31,"3,141,876,000","126,375,000","338,856,000","5,703,710,000"
"NIOCORP DEVELOPMENTS LTD",1512228,NB,"NASDAQ Global Market",981262185,"7000 S. YOSEMITE STREET","STE. 115",CENTENNIAL,Arapahoe,CO,COLORADO,"US West",80112,"(720) 639-4647",A1,,,1000,"Metal mining",212299,"All Other Metal Ore Mining",34,"Deloitte & Touche LLP",3,,,,"1,092,834","34,125",0,0,0,,,0,"34,125","1,126,959",USD,,,0,2024-06-30,2024,06,0630,,"Russell 2000","DEF 14A",2025-02-03,1.73,2024-06-30,"65,848,380",2024-06-30,0,"-11,435,000",,"20,070,000"
"OLD DOMINION FREIGHT LINE, INC.",878927,ODFL,"NASDAQ Global Select Market",560751714,"500 OLD DOMINION WAY",,THOMASVILLE,Davidson,NC,"NORTH CAROLINA","US Southeast",27360,"(336) 889-5000",VA,,,4213,"Trucking, Except Local",484122,"General Freight Trucking, Long-Distance, Less Than Truckload",34,"Ernst & Young LLP",2,,,,"1,092,000",0,0,0,0,,,0,0,"1,092,000",USD,,,0,2024-12-31,2024,12,1231,"S&P 500","Russell 1000","DEF 14A",2025-04-21,175.73,2025-01-02,"37,517,922,304",2024-12-31,"5,814,810,000","1,186,073,000",,"5,491,395,000"
"Prime Medicine, Inc.",1894562,PRME,"NASDAQ Global Market",843097762,"60 FIRST ST.",,CAMBRIDGE,Middlesex,MA,MASSACHUSETTS,"US New England",02141,"(617) 465-0013",DE,,,2836,"Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"1,092,000",0,0,0,0,,,"2,125","2,125","1,094,125",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-04-22,2.92,2024-12-31,"382,989,664",2024-12-31,"2,983,000","-195,882,000",,"297,508,000"
"Karat Packaging Inc.",1758021,KRT,"NASDAQ Global Market",832237832,"6185 KIMBALL AVENUE",,CHINO,"San Bernardino",CA,CALIFORNIA,"US West",91708,"(626) 965-8882",DE,,,3089,"Plastics Products, NEC",326199,"All Other Plastics Product Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"1,091,816",0,0,0,"147,700",,,"2,000","149,700","1,241,516",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-04-25,30.26,2024-12-31,"606,304,640",2024-12-31,"422,633,000","29,975,000","151,759,000","294,522,000"
"SEI INSTITUTIONAL MANAGED TRUST",804239,,,000000000,"2 OLIVER ST",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02109,"(800) 345-5734",PA,,,,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"1,090,060",0,0,0,0,,,0,0,"1,090,060",USD,,,0,2024-09-30,2024,09,0930,,,N-CSR,2024-12-09,,,,,,,,
"T. Rowe Price OHA Select Private Credit Fund",1901164,,,886521578,"C/O OAK HILL ADVISORS, L.P.","1 VANDERBILT, 16TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10017,"(212) 326-1500",DE,,,,,525990,"Other Financial Vehicles",34,"KPMG LLP",4,,,,"1,090,000","20,000",0,0,"128,000",,,0,"148,000","1,238,000",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-03-13,,,,2024-12-31,"206,733,000","115,125,000","1,200,629,000","2,161,720,000"
"Federal Home Loan Bank of Boston",1331463,,,046002575,"800 BOYLSTON STREET","6TH FLOOR",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02199,"(617) 292-9600",X1,,,6111,"Federal and Federally-Sponsored Credit Agencies",522298,"All Other Nondepository Credit Intermediation",34,"PricewaterhouseCoopers LLP",1,,,,"1,089,000","77,000",0,0,0,,,"2,000","79,000","1,168,000",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-03-14,,,,2024-12-31,"445,733,000","290,455,000",,"71,992,966,000"
"Tuya Inc.",1829118,TUYA,NYSE,,"FLOOR 7-12, BLOCK A","HUACE CENTER, XIHU DISTRICT",HANGZHOU,,F4,CHINA,Foreign,00000,"86 0571 8691 5981",E9,,,7372,"Prepackaged Software",541511,"Custom Computer Programming Services",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers Zhong Tian LLP",94,CHINA,"1,088,000",0,0,0,0,,,"38,000","38,000","1,126,000",USD,,,0,2024-12-31,2024,12,1231,,,20-F,2025-04-24,1.79,2024-12-31,"902,853,248",2024-12-31,"298,617,000","4,997,000","998,623,000","1,103,780,000"
"SECURITY NATIONAL FINANCIAL CORP",318673,SNFCA,"NASDAQ Global Market",870345941,"PO BOX 57220",,"SALT LAKE CITY","Salt Lake",UT,UTAH,"US West",84157,"(801) 264-1060",UT,,,6199,"Finance Services",524113,"Direct Life Insurance Carriers",34,"Deloitte & Touche LLP",3,,,,"1,087,915",0,0,0,0,,,0,0,"1,087,915",USD,Uncertain,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-04-29,12.03,2024-12-31,"255,697,728",2024-12-31,"334,522,668","26,535,768","333,528,496","1,489,807,214"
"Guardian Pharmacy Services, Inc.",1802255,GRDN,NYSE,873627139,"300 GALLERIA PARKWAY SE","SUITE 800",ATLANTA,Cobb,GA,GEORGIA,"US Southeast",30339,"(404) 810-0089",GA,,,5912,"Drug Stores and Proprietary Stores",446110,"Pharmacies and Drug Stores",34,"Ernst & Young LLP",2,,,,"1,087,500",0,0,0,0,,,"2,000","2,000","1,089,500",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-03-28,19.89,2025-01-02,"182,988,000",2024-12-31,"1,228,409,000","-71,033,000","58,463,000","320,810,000"
"M/I HOMES, INC.",799292,MHO,NYSE,311210837,"4131 WORTH AVENUE STE 500",,COLUMBUS,Franklin,OH,OHIO,"US Midwest",43219,"(614) 418-8000",OH,,,1531,"Operative Builders",236115,"New Single-Family Housing Construction (except Operative Builders)",34,"Deloitte & Touche LLP",3,,,,"1,087,500","230,000",0,0,"409,200",,,"2,000","641,200","1,728,700",USD,,,0,2024-12-31,2024,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2025-04-10,130.69,2025-01-02,"3,555,428,608",2024-12-31,"4,504,670,000","563,725,000","2,923,277,000","4,549,796,000"
"ZKH Group Ltd",1862044,ZKH,NYSE,,"7/F, TOWER 4, LIBAO PLAZA","NO. 36 SHENBIN ROAD, MINHANG DISTRICT",SHANGHAI,,F4,CHINA,Foreign,,"86 21 50809696",E9,,,5200,"Retail-Building Materials, Hardware, Garden Supply",423840,"Industrial Supplies Merchant Wholesalers",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers Zhong Tian LLP",94,CHINA,"1,086,572","181,095",0,0,"27,861",,,"69,652","278,608","1,365,180",USD,,,0,2024-12-31,2024,12,1231,,,20-F,2025-04-17,3.51,2024-12-31,"451,072,384",2024-12-31,"1,200,304,000","-36,722,000","418,092,000","905,742,000"
"Wix.com Ltd.",1576789,WIX,"NASDAQ Global Select Market",,"5 YUNITSMAN ST.",,"TEL AVIV",,L3,ISRAEL,Foreign,,97235454900,L3,,,7370,"Services-Computer Programming, Data Processing, Etc.",541511,"Custom Computer Programming Services",34,"Ernst & Young LLP",2,"Kost Forer Gabbay & Kasierer",222,ISRAEL,"1,085,000","24,000",0,0,"200,000",,,0,"224,000","1,309,000",USD,,,0,2024-12-31,2024,12,1231,,,20-F,2025-03-21,216.53,2025-01-02,"12,379,582,464",2024-12-31,"1,760,650,000","138,322,000","-150,256,000","1,913,042,000"
"CRACKER BARREL OLD COUNTRY STORE, INC",1067294,CBRL,"NASDAQ Global Select Market",620812904,"PO BOX 787",,LEBANON,,TN,TENNESSEE,"US Southeast",370880787,"(615) 443-9217",,,,5812,"Eating and Drinking Places",722110,"Full-Service Restaurants",34,"Deloitte & Touche LLP",3,,,,"1,084,000",0,0,0,"47,250",,,"1,895","49,145","1,133,145",USD,,,0,2024-08-02,2024,7,0801,"S&P 600 SmallCap","Russell 2000",DEFC14A,2024-10-09,45.83,2024-07-31,"1,017,531,200",2024-08-02,"3,470,762,000","40,930,000","415,724,000","2,161,494,000"
"Manchester United plc",1549107,MANU,NYSE,,"Old Trafford",,Manchester,,X0,"UNITED KINGDOM",Foreign,"M16 ORA",44(0)1618688000,,,,7900,"Services-Amusement & Recreation Services",711211,"Sports Teams and Clubs",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers LLP",121,"UNITED KINGDOM","1,082,980",0,"25,186",0,"15,111",,,0,"40,297","1,123,277",USD,,,0,2024-06-30,2024,06,0630,,,20-F,2024-09-13,16.25,2024-07-02,"886,232,128",2024-06-30,"836,532,000","-143,045,000","-875,617,000","1,699,960,000"
"LENSAR, Inc.",1320350,LNSR,"NASDAQ Global Select Market",320125724,"2800 DISCOVERY DRIVE","SUITE 100",ORLANDO,Orange,FL,FLORIDA,"US Southeast",32826,"(888) 536-7271",DE,,,3841,"Surgical and Medical Instruments and Apparatus",423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",34,"PricewaterhouseCoopers LLP",1,,,,"1,082,881",0,0,0,0,,,"4,000","4,000","1,086,881",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-11-05,8.94,2024-12-31,"104,186,760",2024-12-31,"53,494,000","-31,404,000","12,534,000","66,297,000"
"EMPOWER FUNDS, INC.",356476,,,840876044,"8515 E ORCHARD ROAD",,"GREENWOOD VILLAGE",Arapahoe,CO,COLORADO,"US West",80111,"(303) 737-3000",MD,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"1,082,655","265,941",0,0,0,,,0,"265,941","1,348,596",USD,,,0,2024-12-31,2024,12,1231,,,N-CSR,2025-03-03,,,,2024-12-31,"1,262,573,015","1,021,947,814","47,318,991,579","47,856,623,202"
"Abivax S.A.",1956827,ABVX,"NASDAQ Global Market",,"7-11 BOULEVARD HAUSSMANN",,PARIS,,I0,FRANCE,Foreign,75009,"+33 (0) 1 53 83 09 63",I0,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers Audit",98,FRANCE,"1,082,563","82,275",0,0,0,,,"7,578","89,853","1,172,416",USD,,,0,2024-12-31,2024,12,1231,,,20-F,2025-03-24,7.29,2025-01-02,"458,751,072",2024-12-31,"12,891,000","-182,500,000","16,112,000","212,516,000"
"Greystone Housing Impact Investors LP",1059142,GHI,NYSE,470810385,"14301 FNB PARKWAY","SUITE 211",OMAHA,Douglas,NE,NEBRASKA,"US Midwest",68154,"(402) 952-1235",DE,,,6199,"Finance Services",522310,"Mortgage and Nonmortgage Loan Brokers",34,"PricewaterhouseCoopers LLP",1,,,,"1,082,000",0,0,0,"496,822",,,"2,000","498,822","1,580,822",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-02-20,10.25,2024-12-31,"238,524,528",2024-12-31,"80,976,706","21,323,333",,"1,579,700,160"
"Neuronetics, Inc.",1227636,STIM,"NASDAQ Global Market",331051425,"3222 PHOENIXVILLE PIKE",,MALVERN,Chester,PA,PENNSYLVANIA,"US Mid Atlantic",19355,"(877) 600-7555",DE,,,3841,"Surgical and Medical Instruments and Apparatus",334510,"Electromedical and Electrotherapeutic Apparatus Manufacturing",34,"KPMG LLP",4,,,,"1,080,569",0,0,0,"108,000",,,0,"108,000","1,188,569",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-04-10,1.49,2025-01-02,"45,217,780",2024-12-31,"74,890,000","-43,708,000","-10,534,000","140,903,000"
"CENTRUS ENERGY CORP",1065059,LEU,"NYSE MKT",522107911,"6901 ROCKLEDGE DR","SUITE 800",BETHESDA,Montgomery,MD,MARYLAND,"US Mid Atlantic",20817,"(301) 564-3200",DE,,,1400,"Mining & Quarrying of Nonmetallic Minerals (No Fuels)",212291,"Uranium-Radium-Vanadium Ore Mining",34,"Deloitte & Touche LLP",3,,,,"1,080,000","120,000",0,0,"34,000",,,"9,000","163,000","1,243,000",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-04-25,74.05,2025-01-02,"1,160,898,432",2024-12-31,"442,000,000","73,200,000","131,800,000","1,093,400,000"
