Company,"CIK Code",Ticker,Market,"IRS Number","Bus Street 1","Bus Street 2",City,County,"State Code","State Name",Region,Zip,"Bus Phone","Incorporation State Code","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act",Auditor,"Auditor Key","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate Country","Audit Fees ($)","Audit Related Fees ($)","Benefit Plan Related Fees ($)","FISDI Fees ($)","Tax Related Fees ($)","Tax Related Fees - Compliance ($)","Tax Related Fees - Non-Compliance ($)","Other/Misc Fees ($)","Total Non Audit Fees ($)","Total Fees ($)",Currency,"Fees Include Subsidiaries","Fees Included In Parent Filings","Restated Fees","Year Ended Date","Year Ended","Year Ended Month (Ideal)","Fiscal Year Ends (Currently Reported)","S&P Index","Russell Index",Source,"Source Date","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
"ViewRay, Inc.",1597313,VRAYQ,"Expert Market",421777485,"2 THERMO FISHER WAY",,"OAKWOOD VILLAGE",Cuyahoga,OH,OHIO,"US Midwest",44146,"(440) 703-3210",DE,,,3845,"Electromedical and Electrotherapeutic Apparatus",443112,"Radio, Television, and Other Electronics Stores",34,"Deloitte & Touche LLP",3,,,,"1,157,000",0,0,0,0,,,0,0,"1,157,000",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-04-29,5.51,2021-12-31,"987,427,584",2021-12-31,"70,119,000","-110,048,000","169,751,000","321,807,000"
"CorEnergy Infrastructure Trust, Inc.",1347652,,PINX,203431375,"1100 WALNUT","SUITE 3350","KANSAS CITY",Jackson,MO,MISSOURI,"US Southeast",64106,"(877) 699-2677",MD,,,6798,"Real Estate Investment Trusts",525990,"Other Financial Vehicles",34,"Ernst & Young LLP",2,,,,"1,155,851","45,731",0,0,"445,467",,,0,"491,198","1,647,049",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-04-25,3.13,2021-12-31,"46,615,664",2021-12-31,"128,133,796","-5,402,025","130,605,387","507,636,846"
"RUSH ENTERPRISES INC \TX\",1012019,RUSHA,"NASDAQ Global Select Market",741733016,"555 IH 35 SOUTH",,"NEW BRAUNFELS",Comal,TX,TEXAS,"US Southwest",78130,"(830) 626-5200",TX,,,5500,"Retail-Auto Dealers & Gasoline Stations",423110,"Automobile and Other Motor Vehicle Merchant Wholesalers",34,"Ernst & Young LLP",2,,,,"1,155,500",0,0,0,"442,630",,,0,"442,630","1,598,130",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-04-04,55.64,2021-12-31,"2,398,306,048",2021-12-31,"5,126,142,000","241,415,000","1,096,418,000","3,119,977,000"
"Apellis Pharmaceuticals, Inc.",1492422,APLS,"NASDAQ Global Select Market",271537290,"100 FIFTH AVENUE",,WALTHAM,Middlesex,MA,MASSACHUSETTS,"US New England",02451,"(617) 977-5700",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Deloitte & Touche LLP",3,,,,"1,154,291","80,000",0,0,"991,615",,,"324,154","1,395,769","2,550,060",USD,,,0,2021-12-31,2021,12,1231,,"Russell 1000","DEF 14A",2022-04-20,47.28,2021-12-31,"4,610,934,784",2021-12-31,"66,563,000","-746,354,000",,"881,765,000"
"Boqii Holding Ltd",1815021,BQ,"NYSE MKT",,"FLOOR 6, BUILDING 1, NO. 399","SHENGXIA ROAD","PUDONG NEW DISTRICT, SHANGHAI",,F4,CHINA,Foreign,,86-21-6109-6226,E9,,,5990,"Retail-Retail Stores, NEC",812910,"Pet Care (except Veterinary) Services",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers Zhong Tian LLP",94,CHINA,"1,151,887",0,0,0,"5,907",,,0,"5,907","1,157,794",USD,,,0,2021-03-31,2021,03,0330,,,20-F,2021-07-22,5.57,2021-03-31,"501,618,112",2021-03-31,"154,231,000","-29,663,000","2,883,000","134,336,000"
"Zai Lab Ltd",1704292,ZLAB,"NASDAQ Global Market",981144595,"899 HALEI ROAD","BUILDING B, PUDONG",SHANGHAI,,F4,CHINA,Foreign,,862161632588,E9,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Deloitte & Touche LLP",3,"Deloitte Touche Tohmatsu Certified Public Accountants LLP",499,CHINA,"1,150,000",0,0,0,"88,000",,,0,"88,000","1,238,000",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-05-02,62.85,2021-12-31,"6,002,055,680",2021-12-31,"144,312,000","-704,471,000","1,370,297,000","1,609,956,000"
"Navigator Holdings Ltd.",1581804,NVGS,NYSE,,"VERDE BUILDING","10 BRESSENDEN PLACE",LONDON,,X0,"UNITED KINGDOM",Foreign,"SW1E 5DH","44 (0) 20 7340 4852",1T,,,4412,"Deep Sea Foreign Transportation of  Freight",483111,"Deep Sea Freight Transportation",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers LLP",121,"UNITED KINGDOM","1,150,000",0,0,0,0,,,0,0,"1,150,000",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000",20-F,2022-04-28,8.87,2021-12-31,"684,590,400",2021-12-31,"406,481,000","-30,964,000","1,113,451,000","2,157,425,000"
"PERFICIENT INC",1085869,,NAS,742853258,"555 MARYVILLE UNIVERSITY DRIVE","SUITE 600","SAINT LOUIS","Saint Louis",MO,MISSOURI,"US Southeast",63141,"(314) 529-3600",DE,,,7371,"Computer Programming Services",541519,"Other Computer Related Services",34,"KPMG LLP",4,,,,"1,149,900",0,0,0,"12,100",,,0,"12,100","1,162,000",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-04-13,129.29,2021-12-31,"4,380,499,968",2021-12-31,"761,027,000","52,091,000","-231,741,000","882,572,000"
"CRACKER BARREL OLD COUNTRY STORE, INC",1067294,CBRL,"NASDAQ Global Select Market",620812904,"PO BOX 787",,LEBANON,,TN,TENNESSEE,"US Southeast",370880787,"(615) 443-9217",,,,5812,"Eating and Drinking Places",722110,"Full-Service Restaurants",34,"Deloitte & Touche LLP",3,,,,"1,148,267",0,0,0,"239,800",,,"1,895","241,695","1,389,962",USD,,,0,2021-07-30,2021,07,0801,"S&P 600 SmallCap","Russell 2000","DEF 14A",2021-10-07,136.18,2021-07-31,"3,199,844,096",2021-07-30,"2,821,444,000","254,513,000","637,658,000","2,391,694,000"
"Instil Bio, Inc.",1789769,TIL,"NASDAQ Capital Market",832072195,"3963 MAPLE AVENUE","SUITE 350",DALLAS,Dallas,TX,TEXAS,"US Southwest",75219,"(972) 499-3350",NY,,,2836,"Biological Products, Except Diagnostic Substances",325412,"Pharmaceutical Preparation Manufacturing",34,"Deloitte & Touche LLP",3,,,,"1,147,272",0,0,0,"26,250",,,"1,865","28,115","1,175,387",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-03-30,17.11,2021-12-31,"2,207,673,856",2021-12-31,0,"-156,794,000","539,373,000","609,983,000"
"DAVEY TREE EXPERT CO",277638,,,340176110,"1500 N MANTUA ST","P O BOX 5193",KENT,Portage,OH,OHIO,"US Midwest",44240-5193,"(330) 673-9511",OH,,,0700,"Agricultural services",115112,"Soil Preparation, Planting, and Cultivating",34,"Deloitte & Touche LLP",3,,,,"1,146,028","25,000",0,0,"92,717",,,0,"117,717","1,263,745",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-04-01,,,,2021-12-31,"1,378,053,000","65,699,000","206,158,000","772,941,000"
"LANDSTAR SYSTEM INC",853816,LSTR,"NASDAQ Global Select Market",061313069,"13410 SUTTON PARK DRIVE SOUTH",,JACKSONVILLE,Duval,FL,FLORIDA,"US Southeast",32224,"(904) 398-9400",DE,,,4213,"Trucking, Except Local",484121,"General Freight Trucking, Long-Distance, Truckload",34,"KPMG LLP",4,,,,"1,146,000",0,"32,000",0,0,,,0,"32,000","1,178,000",USD,,,0,2021-12-25,2021,12,1230,"S&P 400 MidCap","Russell 1000","DEF 14A",2022-03-29,179.02,2021-12-31,"6,747,933,184",2021-12-25,"6,537,568,000","381,524,000","821,242,000","2,045,465,000"
"Olema Pharmaceuticals, Inc.",1750284,OLMA,"NASDAQ Global Market",300409740,"780 BRANNAN STREET",,"SAN FRANCISCO","San Francisco",CA,CALIFORNIA,"US West",94103,"(415) 651-3316",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Ernst & Young LLP",2,,,,"1,145,000",0,0,0,0,,,0,0,"1,145,000",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-04-28,9.36,2021-12-31,"372,502,368",2021-12-31,0,"-71,096,000",,"295,945,000"
"Praxis Precision Medicines, Inc.",1689548,PRAX,"NASDAQ Global Select Market",475195942,"99 HIGH STREET, 30TH FLOOR",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 300-8460",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Ernst & Young LLP",2,,,,"1,143,241",0,0,0,"87,730",,,"5,180","92,910","1,236,151",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-04-14,19.7,2021-12-31,"892,420,096",2021-12-31,0,"-167,061,000",,"292,747,000"
"1stdibs.com, Inc.",1600641,DIBS,"NASDAQ Global Market",943389618,"300 PARK AVENUE SOUTH","10TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10010,"(212) 627-3929",DE,,,5961,"Catalog and Mail-Order Houses",423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",34,"Ernst & Young LLP",2,,,,"1,142,772",0,0,0,"38,625",,,0,"38,625","1,181,397",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-03-30,12.51,2021-12-31,"475,274,016",2021-12-31,"102,731,000","-20,963,000","149,072,000","192,254,000"
"Berry Corp (bry)",1705873,BRY,"NASDAQ Global Select Market",815410470,"16000 N. DALLAS PARKWAY, SUITE 500",,DALLAS,Dallas,TX,TEXAS,"US Southwest",75248,"(214) 453-2920",DE,,,1311,"Crude Petroleum and Natural Gas",211111,"Crude Petroleum and Natural Gas Extraction",34,"KPMG LLP",4,,,,"1,142,000",0,0,0,0,,,0,0,"1,142,000",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-04-07,8.42,2021-12-31,"673,660,224",2021-12-31,"701,349,000","-54,119,000",,"1,456,479,000"
"Paylocity Holding Corp",1591698,PCTY,"NASDAQ Global Select Market",464066644,"1400 AMERICAN LANE",,SCHAUMBURG,Cook,IL,ILLINOIS,"US Midwest",60173,"(800) 520-2687",DE,,,7372,"Prepackaged Software",511210,"Software Publishers",34,"KPMG LLP",4,,,,"1,140,240",0,0,0,"260,000",,,"20,000","280,000","1,420,240",USD,,,0,2021-06-30,2021,06,0630,"S&P 400 MidCap","Russell 1000","DEF 14A",2021-10-21,190.8,2021-06-30,"10,416,535,552",2021-06-30,"635,627,000","70,819,000","385,235,000","2,414,885,000"
"Hillman Solutions Corp.",1822492,HLMN,"NASDAQ Global Market",852096734,"1280 KEMPER MEADOW DR.",,CINCINNATI,Hamilton,OH,OHIO,"US Midwest",45240,"(513) 851-4900",DE,,,3420,"Cutlery, Handtools & General Hardware",332212,"Hand and Edge Tool Manufacturing",34,"KPMG LLP",4,,,,"1,140,000","30,000",0,0,0,,,0,"30,000","1,170,000",USD,,,0,2021-12-25,2021,12,1227,,"Russell 2000","DEF 14A",2022-04-20,10.75,2021-12-31,"2,085,449,728",2021-12-25,"1,425,967,000","-38,332,000","-469,976,000","2,562,922,000"
"Velo3D, Inc.",1825079,VELO,"NASDAQ Capital Market",981556965,"2710 LAKEVIEW CT",,FREMONT,Alameda,CA,CALIFORNIA,"US West",94538,"(408) 610-3915",DE,,,3559,"Special  Industry Machinery, NEC",511210,"Software Publishers",34,"PricewaterhouseCoopers LLP",1,,,,"1,140,000",0,0,0,0,,,"2,900","2,900","1,142,900",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-04-21,8.26,2021-12-29,"1,512,933,248",2021-12-31,"27,439,000","-107,091,000",,"302,717,000"
"CNFinance Holdings Ltd.",1733868,CNF,NYSE,,"22/F, SOUTH FINANCE CTR, NO. 6 WUHENG RD","TIANHE DISTRICT, GUANGZHOU CITY","GUANGDONG PROVINCE",,F4,CHINA,Foreign,00000,86-020-62316688,E9,,,6199,"Finance Services",522390,"Other Activities Related to Credit Intermediation",34,"KPMG LLP",4,"KPMG Huazhen LLP",355,CHINA,"1,139,778",0,0,0,0,,,0,0,"1,139,778",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-04-27,4.08,2021-12-31,"279,815,232",2021-12-31,"74,481,110","10,231,270","598,473,074","2,257,238,555"
"Safehold Inc.",1095651,SAFE,NYSE,956881527,"1114 AVENUE OF THE AMERICAS","39TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10036,"(212) 930-9400",,,,6798,"Real Estate Investment Trusts",525930,"Real Estate Investment Trusts",34,"Deloitte & Touche LLP",3,,,,"1,138,890",0,0,0,"480,611",,,0,"480,611","1,619,501",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-04-01,25.66,2021-12-29,"1,782,752,256",2021-12-31,"68,190,000","73,123,000",,"4,840,534,000"
"TRACTOR SUPPLY CO /DE/",916365,TSCO,"NASDAQ Global Select Market",133139732,"5401 VIRGINIA WAY",,BRENTWOOD,Williamson,TN,TENNESSEE,"US Southeast",37027,"(615) 440-4600",DE,,,5200,"Retail-Building Materials, Hardware, Garden Supply",444210,"Outdoor Power Equipment Stores",34,"Ernst & Young LLP",2,,,,"1,138,173",0,0,0,"15,000",,,0,"15,000","1,153,173",USD,,,0,2021-12-25,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-28,238.6,2021-12-31,"26,991,624,192",2021-12-25,"12,731,105,000","997,114,000","1,947,145,000","7,767,467,000"
"CASEYS GENERAL STORES INC",726958,CASY,"NASDAQ Global Select Market",420935283,"PO BOX 3001",,ANKENY,Polk,IA,IOWA,"US Midwest",50021,"(515) 965-6100",IA,,,5500,"Retail-Auto Dealers & Gasoline Stations",447110,"Gasoline Stations with Convenience Stores",34,"KPMG LLP",4,,,,"1,137,605","205,100",0,0,"37,000",,,"1,780","243,880","1,381,485",USD,,,0,2021-04-30,2021,04,0430,"S&P 400 MidCap","Russell 1000","DEF 14A",2021-07-21,222.19,2021-04-30,"8,209,893,376",2021-04-30,"8,707,189,000","312,900,000","1,771,604,000","4,460,314,000"
"Traeger, Inc.",1857853,COOK,NYSE,822739741,"533 SOUTH 400 WEST",,"SALT LAKE CITY","Salt Lake",UT,UTAH,"US West",84101,"(801) 701-7180",DE,,,3630,"Household Appliances",335221,"Household Cooking Appliance Manufacturing",34,"Ernst & Young LLP",2,,,,"1,137,510",0,0,0,"149,350",,,0,"149,350","1,286,860",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-04-25,12.16,2021-12-31,"1,429,382,656",2021-12-31,"785,545,000","-88,821,000","-242,678,000","1,181,024,000"
"GRANITE REIT INC.",1564540,,,,"77 KING ST. WEST, SUITE 4010","P.O. BOX 159, TD CENTRE",TORONTO,,A6,ONTARIO,Canada,"M5K 1H1","(647) 925-7522",A1,,,6798,"Real Estate Investment Trusts",525990,"Other Financial Vehicles",34,"Deloitte & Touche LLP",3,"Deloitte LLP",468,ONTARIO,"1,137,340","65,616",0,0,0,,,0,"65,616","1,202,955",USD,,,0,2021-12-31,2021,12,1231,,,40-F,2022-03-10,,,,2021-12-31,"261,150,660","1,028,563,520","4,177,404,190","6,724,857,145"
"GRANITE REAL ESTATE INVESTMENT TRUST",1564538,GRP.U,NYSE,,"77 KING ST. WEST, SUITE 4010","P.O. BOX 159, TD CENTRE",TORONTO,,A6,ONTARIO,Canada,"M5K 1H1","(647) 925-7500",A6,,,6798,"Real Estate Investment Trusts",525990,"Other Financial Vehicles",34,"Deloitte & Touche LLP",3,"Deloitte LLP",468,ONTARIO,"1,137,340","65,616",0,0,0,,,0,"65,616","1,202,955",USD,,,0,2021-12-31,2021,12,1231,,,40-F,2022-03-10,82.58,2021-12-29,"5,094,210,560",2021-12-31,"311,513,000","1,037,305,000",,"6,782,011,000"
"Karyopharm Therapeutics Inc.",1503802,KPTI,"NASDAQ Global Select Market",263931704,"85 WELLS AVENUE","SECOND FLOOR",NEWTON,Middlesex,MA,MASSACHUSETTS,"US New England",02459,"(617) 658-0600",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Ernst & Young LLP",2,,,,"1,137,231",0,0,0,"183,244",,,0,"183,244","1,320,475",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-04-08,6.43,2021-12-31,"487,046,784",2021-12-31,"209,819,000","-124,088,000",,"305,305,000"
"ANSYS INC",1013462,ANSS,NAS,043219960,"2600 ANSYS DRIVE, SOUTHPOINTE",,CANONSBURG,Washington,PA,PENNSYLVANIA,"US Mid Atlantic",15317,"(844) 462-6797",DE,,,7372,"Prepackaged Software",511210,"Software Publishers",34,"Deloitte & Touche LLP",3,,,,"1,137,079","1,217,210",0,0,"879,639","812,208","67,431",0,"2,096,849","3,233,928",USD,,,0,2021-12-31,2021,12,1231,,"Russell 1000","DEF 14A",2022-03-28,401.12,2021-12-31,"34,929,119,232",2021-12-31,"1,906,715,000","454,627,000","311,658,000","6,324,314,000"
"Kymera Therapeutics, Inc.",1815442,KYMR,"NASDAQ Global Market",812992166,"500 NORTH BEACON STREET, 4TH FLOOR",,WATERTOWN,Middlesex,MA,MASSACHUSETTS,"US New England",02472,"(857) 285-5314",DE,,,2836,"Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,"Ernst & Young LLP",2,,,,"1,137,000",0,0,0,"45,900",,,0,"45,900","1,182,900",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-04-29,63.49,2021-12-31,"3,272,032,256",2021-12-31,"72,832,000","-100,217,000",,"605,905,000"
"Greenbacker Renewable Energy Co LLC",1563922,,,800872648,"C/O GREENBACKER CAPITAL MANAGEMENT LLC","230 PARK AVENUE, SUITE 1560","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10169,"(646) 237-7884",DE,,,4911,"Electric Services",523920,"Portfolio Management",34,"KPMG LLP",4,,,,"1,134,350",0,0,0,"129,790","129,790",,0,"129,790","1,264,140",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-05-11,,,,2021-12-31,"32,551,137","2,655,809","1,439,310,632","1,582,559,120"
"LGI Homes, Inc.",1580670,LGIH,"NASDAQ Global Select Market",463088013,"1450 LAKE ROBBINS DRIVE, SUITE 430",,"THE WOODLANDS",Montgomery,TX,TEXAS,"US Southwest",77380,"(281) 362-8998",DE,,,1531,"Operative Builders",236117,"New Housing Operative Builders",34,"Ernst & Young LLP",2,,,,"1,134,000",0,0,0,0,,,0,0,"1,134,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-03-17,154.48,2021-12-31,"3,694,753,536",2021-12-31,"3,050,149,000","429,645,000","1,383,830,000","2,351,865,000"
"IDEAYA Biosciences, Inc.",1676725,IDYA,"NASDAQ Global Select Market",474268251,"5000 SHORELINE CT, SUITE 300",,"SOUTH SAN FRANCISCO","San Mateo",CA,CALIFORNIA,"US West",94080,"(650) 443-6209",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"1,133,084",0,0,0,0,,,"3,250","3,250","1,136,334",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-04-26,23.64,2021-12-31,"910,921,152",2021-12-31,"27,941,000","-49,762,000",,"381,347,000"
"JLL Income Property Trust, Inc.",1314152,,,201432284,"333 WEST WACKER DRIVE",,CHICAGO,Cook,IL,ILLINOIS,"US Midwest",60606,"(312) 897-4000",MD,,,6798,"Real Estate Investment Trusts",531120,"Lessors of Nonresidential Buildings (except Miniwarehouses)",34,"KPMG LLP",4,,,,"1,133,000","18,500",0,0,0,,,0,"18,500","1,151,500",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-04-01,,,,2021-12-31,"239,338,000","50,652,000","1,627,889,000","4,402,246,000"
"Sunlands Technology Group",1723935,STG,NYSE,,"BUILDING 4-6, CHAOLAI SCIENCE PARK","NO. 36 CHUANGYUAN RD, CHAOYANG DISTRICT",BEIJING,,F4,CHINA,Foreign,,"86 10 52413738",E9,,,8200,"Services-Educational Services",611310,"Colleges, Universities, and Professional Schools",34,"Deloitte & Touche LLP",3,"Deloitte Touche Tohmatsu Certified Public Accountants LLP",499,CHINA,"1,133,000",0,0,0,"33,000",,,0,"33,000","1,166,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-04-27,4.95,2021-12-31,"66,021,832",2021-12-31,"393,485,000","34,371,000","-158,784,000","406,791,000"
"STAG Industrial, Inc.",1479094,STAG,NYSE,273099608,"ONE FEDERAL STREET","23RD FLOOR",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 574-4777",,,,6798,"Real Estate Investment Trusts",525930,"Real Estate Investment Trusts",34,"PricewaterhouseCoopers LLP",1,,,,"1,132,500",0,0,0,0,,,"2,700","2,700","1,135,200",USD,,,0,2021-12-31,2021,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2022-03-23,47.96,2021-12-31,"8,525,817,856",2021-12-31,"562,159,000","192,334,000",,"5,833,249,000"
"Renalytix plc",1811115,RENXF,OTCQB,,FINSGATE,"5-7 CRANWOOD STREET",LONDON,,X0,"UNITED KINGDOM",Foreign,,"44 29 2071 0570",X0,,,8071,"Medical Laboratories",621511,"Medical Laboratories",34,"Ernst & Young LLP",2,,,,"1,132,000","46,000",0,0,0,,,0,"46,000","1,178,000",USD,,,0,2021-06-30,2021,06,0630,,,20-F,2021-10-21,28.2,2021-07-02,"837,767,488",2021-06-30,"1,491,000","-34,725,000",,"78,576,000"
"ENTERGY TEXAS, INC.",1427437,ETI.,NYSE,611435798,"10055 GROGANS MILL ROAD",,"THE WOODLANDS",Montgomery,TX,TEXAS,"US Southwest",77380,"(409) 981-2000",TX,65984,"ENTERGY CORP /DE/",4911,"Electric Services",221121,"Electric Bulk Power Transmission and Control",34,"Deloitte & Touche LLP",3,,,,"1,131,857","252,187",0,0,0,,,0,"252,187","1,384,044",USD,,Yes,0,2021-12-31,2021,12,1231,,,"DEF 14C",2022-07-18,,,"36,932,000",2021-12-31,"1,902,511,000","228,824,000",,"6,261,411,000"
"Solid Power, Inc.",1844862,SLDP,"NASDAQ Global Select Market",861888095,"486 S. PIERCE AVE., SUITE E",,LOUISVILLE,Boulder,CO,COLORADO,"US West",80027,"(303) 219-0720",DE,,,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",335911,"Storage Battery Manufacturing",34,"Ernst & Young LLP",2,,,,"1,130,000",0,0,0,0,,,0,0,"1,130,000",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-04-01,8.74,2021-12-31,"1,464,456,832",2021-12-31,"2,712,000","18,092,000","558,046,000","617,680,000"
"SpartanNash Co",877422,SPTN,NAS,380593940,"850 76TH ST SW","P O BOX 8700","GRAND RAPIDS",Kent,MI,MICHIGAN,"US Midwest",49518,"(616) 878-2000",MI,,,5141,"Groceries, General Line",424490,"Other Grocery and Related Products Merchant Wholesalers",34,"Deloitte & Touche LLP",3,,,,"1,130,000",0,0,0,"81,114","13,000","68,114",0,"81,114","1,211,114",USD,,,0,2022-01-01,2021,12,1228,,"Russell 2000",DEFC14A,2022-04-18,25.58,2022-01-03,"919,456,704",2022-01-01,"8,931,039,000","73,751,000","490,874,000","2,206,782,000"
"PALVELLA THERAPEUTICS, INC.",1583648,PVLA,"NASDAQ Capital Market",300784346,"353 W. LANCASTER AVENUE","SUITE 200",WAYNE,Delaware,PA,PENNSYLVANIA,"US Mid Atlantic",19087,"(484) 253-1461",NV,,,2834,"Pharmaceutical Preparations",812990,"All Other Personal Services",34,"Ernst & Young LLP",2,,,,"1,128,740",0,0,0,0,,,0,0,"1,128,740",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-04-29,3.78,2021-12-31,"273,001,664",2021-12-31,"31,418,000","-45,738,000",,"153,560,000"
"Invesco Mortgage Capital Inc.",1437071,IVR,NYSE,262749336,"1331 SPRING ST. NW","SUITE 2500",ATLANTA,Fulton,GA,GEORGIA,"US Southeast",30309,"(404) 892-0896",MD,,,6798,"Real Estate Investment Trusts",525990,"Other Financial Vehicles",34,"PricewaterhouseCoopers LLP",1,,,,"1,128,000",0,0,0,0,,,"1,000","1,000","1,129,000",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-03-17,2.78,2021-12-31,"917,051,904",2021-12-31,"-63,405,000","-90,000,000",,"8,443,841,000"
"HashiCorp, Inc.",1720671,,NAS,320410665,"101 2ND STREET, SUITE 700",,"SAN FRANCISCO","San Francisco",CA,CALIFORNIA,"US West",94105,"(415) 301-3227",DE,,,7371,"Computer Programming Services",511210,"Software Publishers",34,"Deloitte & Touche LLP",3,,,,"1,127,000",0,0,0,"374,000",,,"2,000","376,000","1,503,000",USD,,,0,2021-01-31,2021,01,0131,,,"DEF 14A",2022-05-18,,,,2021-01-31,"211,854,000","-83,515,000",,"445,264,000"
"TUCSON ELECTRIC POWER CO",100122,,,860062700,"88 EAST BROADWAY",,,Pima,AZ,ARIZONA,"US Southwest",85701,"(520) 651-6776",AZ,1666175,"Fortis Inc.",4911,"Electric Services",221122,"Electric Power Distribution",34,"Deloitte & Touche LLP",3,,,,"1,126,000",0,0,0,0,,,0,0,"1,126,000",USD,,,0,2021-12-31,2021,12,1231,,,10-K,2022-02-11,,,,2021-12-31,"1,592,586,000","201,245,000",,"6,321,740,000"
"Oyster Point Pharma, Inc.",1720725,,NAS,811030955,"202 CARNEGIE CENTER","SUITE 106",PRINCETON,Mercer,NJ,"NEW JERSEY","US Mid Atlantic",08540,"(609) 382-9032",DE,,,2836,"Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"1,125,000","105,000",0,0,0,,,900,"105,900","1,230,900",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-04-22,18.26,2021-12-31,"485,343,232",2021-12-31,"24,539,000","-100,659,000",,"222,617,000"
"MADISON GAS & ELECTRIC CO",61339,,,390444025,"133 SOUTH BLAIR STREET","PO BOX 1231",MADISON,Dane,WI,WISCONSIN,"US Midwest",53701-1231,"(608) 252-7000",WI,1161728,"MGE ENERGY INC",4931,"Electric and Other Services Combined",221122,"Electric Power Distribution",34,"PricewaterhouseCoopers LLP",1,,,,"1,124,568","316,700",0,0,"35,478",,,"607,800","959,978","2,084,546",USD,,Yes,0,2021-12-31,2021,12,1025,,,10-K,2022-02-23,,,,2021-12-31,"606,584,000","78,391,000",,"2,262,775,000"
