Company,"CIK Code",Ticker,Market,"IRS Number","Bus Street 1","Bus Street 2",City,County,"State Code","State Name",Region,Zip,"Bus Phone","Incorporation State Code","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act",Auditor,"Auditor Key","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate Country","Audit Fees ($)","Audit Related Fees ($)","Benefit Plan Related Fees ($)","FISDI Fees ($)","Tax Related Fees ($)","Tax Related Fees - Compliance ($)","Tax Related Fees - Non-Compliance ($)","Other/Misc Fees ($)","Total Non Audit Fees ($)","Total Fees ($)",Currency,"Fees Include Subsidiaries","Fees Included In Parent Filings","Restated Fees","Year Ended Date","Year Ended","Year Ended Month (Ideal)","Fiscal Year Ends (Currently Reported)","S&P Index","Russell Index",Source,"Source Date","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
"DouYu International Holdings Ltd",1762417,DOYU,"NASDAQ Global Select Market",,"20/F,BUILDING A, NEW DEV, INTER.CTR.","NO.473 GUANSHAN AVENUE DISTRICT","WUHAN CITY, HUBEI PROVINCE",,F4,CHINA,Foreign,430073,"86 27 8787 8301",E9,,,7370,"Services-Computer Programming, Data Processing, Etc.",518210,"Data Processing, Hosting, and Related Services",34,"Deloitte & Touche LLP",3,"Deloitte Touche Tohmatsu Certified Public Accountants LLP",499,CHINA,"1,229,910","283,881",0,0,"315,343",,,0,"599,224","1,829,134",USD,,,0,2020-12-31,2020,12,1231,,,20-F,2021-04-30,11.11,2020-12-29,"3,638,727,168",2020-12-31,"1,468,221,343","74,237,530","1,037,403,560","1,362,114,641"
"ATLANTIC POWER CORP",1419242,,NYS,550886410,"3 ALLIED DRIVE","SUITE 155",DEDHAM,Norfolk,MA,MASSACHUSETTS,"US New England",02026,"(617) 977-2400",A1,,,4900,"Electric, Gas & Sanitary Services",221112,"Fossil Fuel Electric Power Generation",34,"KPMG LLP",4,,,,"1,229,661","15,000",0,0,"204,831",,,0,"219,831","1,449,492",USD,,,0,2020-12-31,2020,12,1231,,,10-K,2021-03-04,2.1,2020-12-31,"187,367,392",2020-12-31,"272,000,000","73,500,000","17,000,000","847,200,000"
"NATURES SUNSHINE PRODUCTS INC",275053,NATR,"NASDAQ Capital Market",870327982,"2901 WEST BLUEGRASS BLVD.","SUITE 100",LEHI,Utah,UT,UTAH,"US West",84043,"(801) 341-7900",UT,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Deloitte & Touche LLP",3,,,,"1,228,565",0,0,0,"444,750",,,0,"444,750","1,673,315",USD,,,0,2020-12-31,2020,12,1231,,"Russell 2000","DEF 14A",2021-03-19,14.95,2020-12-31,"294,470,144",2020-12-31,"385,205,000","21,337,000",,"249,498,000"
"MANHATTAN ASSOCIATES INC",1056696,MANH,"NASDAQ Global Select Market",582373424,"2300 WINDY RIDGE PARKWAY TENTH FLOOR",,ATLANTA,Cobb,GA,GEORGIA,"US Southeast",30339,"(770) 955-7070",GA,,,7372,"Prepackaged Software",511210,"Software Publishers",34,"Ernst & Young LLP",2,,,,"1,228,000","20,000",0,0,"172,000",,,"2,000","194,000","1,422,000",USD,,,0,2020-12-31,2020,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2021-03-31,105.18,2020-12-31,"6,674,405,888",2020-12-31,"586,372,000","87,240,000","156,645,000","465,412,000"
"Direxion Shares ETF Trust",1424958,,,000000000,"535 MADISON AVENUE","37TH FL.","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10022,"(646) 572-3390",DE,,,,,525910,"Open-End Investment Funds",40,"Ernst & Young LLP",2,,,,"1,227,556",0,0,0,"660,503",,,0,"660,503","1,888,059",USD,,,0,2020-10-31,2020,10,1031,,,N-CSR,2021-01-04,,,,2020-10-31,"161,490,825","20,829,927","14,546,589,979","18,663,251,132"
"CRISPR Therapeutics AG",1674416,CRSP,"NASDAQ Global Market",000000000,"BAARERSTRASSE 14",,ZUG,,V8,SWITZERLAND,Foreign,,"(617) 315-4600",V8,,,2836,"Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,"Ernst & Young LLP",2,,,,"1,225,370","92,334",0,0,"132,900",,,"3,000","228,234","1,453,604",USD,,,0,2020-12-31,2020,12,1231,,"Russell 2000","DEF 14A",2021-04-28,153.11,2020-12-31,"11,317,101,568",2020-12-31,"719,000","-348,865,000","1,664,054,000","1,827,966,000"
"Astrana Health, Inc.",1083446,ASTH,"NASDAQ Capital Market",954472349,"1668 S. GARFIELD AVENUE","2ND FLOOR",ALHAMBRA,"Los Angeles",CA,CALIFORNIA,"US West",91801,"(626) 282-0288",DE,,,8742,"Management Consulting Services",621111,"Offices of Physicians (except Mental Health Specialists)",34,"Ernst & Young LLP",2,,,,"1,225,275",0,0,0,"177,941",,,0,"177,941","1,403,216",USD,,,1,2020-12-31,2020,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-04-29,17.63,2020-12-29,"956,702,592",2020-12-31,"687,180,000","37,688,000","119,023,000","817,486,000"
"ANSYS INC",1013462,ANSS,NAS,043219960,"2600 ANSYS DRIVE, SOUTHPOINTE",,CANONSBURG,Washington,PA,PENNSYLVANIA,"US Mid Atlantic",15317,"(844) 462-6797",DE,,,7372,"Prepackaged Software",511210,"Software Publishers",34,"Deloitte & Touche LLP",3,,,,"1,225,273","865,751",0,0,"1,052,072","606,156","445,916",0,"1,917,823","3,143,096",USD,,,0,2020-12-31,2020,12,1231,,"Russell 1000","DEF 14A",2021-03-31,363.8,2020-12-31,"31,495,079,936",2020-12-31,"1,681,297,000","433,887,000","364,701,000","5,940,590,000"
"Pharming Group N.V.",1828316,PHAR,"NASDAQ Global Market",,"DARWINWEG 24",,LEIDEN,,P7,NETHERLANDS,Foreign,"2333 CR","31 (0)71 5247 400",P7,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Deloitte & Touche LLP",3,"Deloitte Accountants BV",21,NETHERLANDS,"1,225,154","677,089",0,0,0,,,0,"677,089","1,902,243",USD,,,0,2020-12-31,2020,12,1231,,,20-F,2021-04-07,,,,2020-12-31,"212,174,000","37,746,000","89,028,000","416,936,000"
"BRANDYWINE REALTY TRUST",790816,BDN,NYSE,232413352,"2929 ARCH STREET","SUITE 1800",PHILADELPHIA,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",19104,"(610) 325-5600",MD,,,6798,"Real Estate Investment Trusts",525990,"Other Financial Vehicles",34,"PricewaterhouseCoopers LLP",1,,,,"1,225,115",0,0,0,0,,,0,0,"1,225,115",USD,Yes,,0,2020-12-31,2020,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2021-04-01,11.91,2020-12-31,"2,031,523,968",2020-12-31,"534,852,000","305,527,000","1,745,573,000","3,900,106,000"
"InterDigital, Inc.",1405495,IDCC,"NASDAQ Global Select Market",824936666,"200 BELLEVUE PARKWAY","SUITE 300",WILMINGTON,"New Castle",DE,DELAWARE,"US Mid Atlantic",19809-3727,"(302) 281-3600",,,,6794,"Patent Owners and Lessors",533110,"Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)",34,"PricewaterhouseCoopers LLP",1,,,,"1,224,975","64,800",0,0,"205,000",,,"5,000","274,800","1,499,775",USD,,,0,2020-12-31,2020,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2021-04-16,60.68,2020-12-31,"1,869,914,880",2020-12-31,"358,991,000","44,801,000","355,026,000","1,616,275,000"
"ASCENT INDUSTRIES CO.",95953,ACNT,"NASDAQ Global Market",570426694,"20 N. MARTINGALE RD","SUITE 430",SCHAUMBURG,Cook,IL,ILLINOIS,"US Midwest",60173,"(630) 884-9181",DE,,,2800,"Chemicals & Allied Products",331210,"Iron and Steel Pipe and Tube Manufacturing from Purchased Steel",34,"KPMG LLP",4,,,,"1,223,546","7,000",0,0,0,,,0,"7,000","1,230,546",USD,,,0,2020-12-31,2020,12,1231,,"Russell 2000","DEF 14A",2021-04-01,7.05,2020-12-29,"64,216,272",2020-12-31,"256,000,000","-27,267,000","67,514,000","206,984,000"
"Frontline plc",913290,FRO,NYSE,980135919,"8, JOHN KENNEDY STREET","IRIS HOUSE, OFF. 740B",HAMILTON,,G4,CYPRUS,Foreign,HMGX,35725-588767,D0,,,4412,"Deep Sea Foreign Transportation of  Freight",483111,"Deep Sea Freight Transportation",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers AS",287,NORWAY,"1,223,000","124,000",0,0,"46,000",,,"3,000","173,000","1,396,000",USD,Yes,,0,2020-12-31,2020,12,1231,,,20-F,2021-03-18,6.23,2020-12-29,"1,226,651,648",2020-12-31,"1,221,187,000","412,875,000","1,499,573,000","3,918,221,000"
"Amber International Holding Ltd",1697818,AMBR,"NASDAQ Global Market",,"1 WALLICH STREET","#30-02 GUOCO TOWER",SINGAPORE,,U0,SINGAPORE,Foreign,,"(656) 022-0228",E9,,,6199,"Finance Services",511210,"Software Publishers",34,"PricewaterhouseCoopers LLP",1,PricewaterhouseCoopers,95,CHINA,"1,220,000","295,000",0,0,"18,000",,,0,"313,000","1,533,000",USD,,,0,2020-12-31,2020,12,1231,,,20-F,2021-04-21,8.54,2020-12-31,"782,551,360",2020-12-31,"254,745,000","-12,618,000","141,252,000","470,115,000"
"Atara Biotherapeutics, Inc.",1604464,ATRA,"NASDAQ Global Select Market",460920988,"1280 RANCHO CONEJO BLVD",,"THOUSAND OAKS",Ventura,CA,CALIFORNIA,"US West",91320,"(805) 623-4211",DE,,,2836,"Biological Products, Except Diagnostic Substances",325412,"Pharmaceutical Preparation Manufacturing",34,"Deloitte & Touche LLP",3,,,,"1,220,000",0,0,0,0,,,0,0,"1,220,000",USD,,,0,2020-12-31,2020,12,1231,,,"DEF 14A",2021-04-22,19.63,2020-12-31,"1,636,592,384",2020-12-31,0,"-306,620,000",,"588,120,000"
"GUANGSHEN RAILWAY CO LTD",1012139,GNGYF,"Expert Market",000000000,"NO 1052 HEPING RD","LUOHU DISTRICT",SHENZHEN,,F4,CHINA,Foreign,518010,8675525584891,,,,4011,"Railroads, Line-haul Operating",482111,"Line-Haul Railroads",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers Zhong Tian LLP",94,CHINA,"1,217,876",0,0,0,0,,,"88,441","88,441","1,306,317",USD,,,0,2020-12-31,2020,12,1231,,,20-F,2021-04-27,0.18,2020-12-31,"257,634,000",2020-12-31,"2,499,980,000","-85,339,000","4,267,956,000","5,624,094,000"
"Inventiva S.A.",1756594,IVA,"NASDAQ Global Market",,"50 RUE DE DIJON",,DAIX,,I0,FRANCE,Foreign,21121,33380447500,I0,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"KPMG LLP",4,"KPMG SA",66,FRANCE,"1,217,161","25,120",0,0,0,,,0,"25,120","1,242,281",USD,,,0,2020-12-31,2020,12,1231,,,20-F,2021-03-15,,,,2020-12-31,"6,440,000","-41,136,000","134,930,000","169,976,000"
"SOGOU INC.",1713947,,NYS,,"LEVEL 15, SOHU.COM INTERNET PLAZA","NO. 1 UNIT ZHONGGUANCUN,HAIDIAN DISTRICT",BEIJING,,F4,CHINA,Foreign,100084,86-10-5689-9999,E9,,,7371,"Computer Programming Services",518112,"Web Search Portals",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers Zhong Tian LLP",94,CHINA,"1,217,000",0,0,0,"43,000",,,"33,000","76,000","1,293,000",USD,,,0,2020-12-31,2020,12,1231,,,20-F,2021-03-18,8.09,2020-12-29,"889,683,712",2020-12-31,"924,664,000","-108,221,000","970,379,000","1,395,132,000"
"Opendoor Technologies Inc.",1801169,OPEN,"NASDAQ Global Market",301318214,"410 N. SCOTTSDALE ROAD, SUITE 1000",,TEMPE,,AZ,ARIZONA,"US Southwest",85288,"(480) 618-6760",,,,6531,"Real Estate Agents and Managers",531210,"Offices of Real Estate Agents and Brokers",34,"Deloitte & Touche LLP",3,,,,"1,217,000","2,839,000",0,0,"469,000",,,0,"3,308,000","4,525,000",USD,,,0,2020-12-31,2020,12,1231,,,"DEF 14A",2021-04-30,22.73,2020-12-31,"12,290,445,312",2020-12-31,"2,583,121,000","-286,760,000","1,560,378,000","2,175,582,000"
"Snowflake Inc.",1640147,SNOW,NYSE,460636374,"106 EAST BABCOCK STREET","SUITE 3A",BOZEMAN,Gallatin,MT,MONTANA,"US West",59715,"(844) 766-9355",DE,,,7372,"Prepackaged Software",518210,"Data Processing, Hosting, and Related Services",34,"PricewaterhouseCoopers LLP",1,,,,"1,217,000",0,0,0,0,,,0,0,"1,217,000",USD,,,0,2020-01-31,2020,01,0131,,"Russell 1000","DEF 14A",2021-05-27,,,,2020-01-31,"264,748,000","-348,535,000","379,873,000","1,012,720,000"
"REGENXBIO Inc.",1590877,RGNX,"NASDAQ Global Select Market",471851754,"9804 MEDICAL CENTER DRIVE",,ROCKVILLE,Montgomery,MD,MARYLAND,"US Mid Atlantic",20850,"(240) 552-8181",,,,2836,"Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"1,216,956","30,000",0,0,0,,,900,"30,900","1,247,856",USD,,,0,2020-12-31,2020,12,1231,,"Russell 2000","DEF 14A",2021-04-19,45.36,2020-12-31,"1,699,911,424",2020-12-31,"154,567,000","-111,250,000",,"708,164,000"
"Globant S.A.",1557860,GLOB,NYSE,,"37A AVENUE J.F. KENNEDY",,N/A,,N4,LUXEMBOURG,Foreign,L-1855,"35 220301596",U3,,,7374,"Computer Processing and Data Preparation and Processing Services",518210,"Data Processing, Hosting, and Related Services",34,"PricewaterhouseCoopers LLP",1,"Price Waterhouse & Co SRL",88,ARGENTINA,"1,216,000","100,000",0,0,0,,,0,"100,000","1,316,000",USD,,,0,2020-12-31,2020,12,1231,,"Russell 1000",20-F,2021-02-26,214.86,2020-12-29,"7,971,686,400",2020-12-31,"814,139,000","54,217,000","413,041,000","1,288,767,000"
"NantHealth, Inc.",1566469,NHIQ,PINX,273019889,"3000 RDU CENTER DRIVE","SUITE 200",MORRISVILLE,Wake,NC,"NORTH CAROLINA","US Southeast",27560,"(855) 949-6288",DE,,,7374,"Computer Processing and Data Preparation and Processing Services",518210,"Data Processing, Hosting, and Related Services",34,"Ernst & Young LLP",2,,,,"1,215,990",0,0,0,"169,465","169,465",,0,"169,465","1,385,455",USD,,,0,2020-12-31,2020,12,1231,,,"DEF 14A",2021-04-29,3.07,2020-12-29,"341,427,392",2020-12-31,"73,172,000","-56,326,000","-258,086,000","200,288,000"
"RBC Bearings INC",1324948,RBC,NYSE,954372080,"ONE TRIBOLOGY CENTER",,OXFORD,"New Haven",CT,CONNECTICUT,"US New England",06478,"(203) 267-7001",DE,,,3562,"Ball and Roller Bearings",332991,"Ball and Roller Bearing Manufacturing",34,"Ernst & Young LLP",2,,,,"1,215,801",0,0,0,0,,,"1,914","1,914","1,217,715",USD,,,0,2020-03-28,2020,03,0329,"S&P 400 MidCap","Russell 1000","DEF 14A",2020-07-24,111.93,2020-03-30,"2,802,692,608",2020-03-28,"727,461,000","120,350,000","677,476,000","1,321,912,000"
"ENTERGY TEXAS, INC.",1427437,ETI.,NYSE,611435798,"10055 GROGANS MILL ROAD",,"THE WOODLANDS",Montgomery,TX,TEXAS,"US Southwest",77380,"(409) 981-2000",TX,65984,"ENTERGY CORP /DE/",4911,"Electric Services",221121,"Electric Bulk Power Transmission and Control",34,"Deloitte & Touche LLP",3,,,,"1,212,507","45,713",0,0,0,,,0,"45,713","1,258,220",USD,,Yes,1,2020-12-31,2020,12,1231,,,"DEF 14C",2022-07-18,,,"38,248,000",2020-12-31,"1,587,125,000","215,073,000",,"6,227,071,000"
"Arcturus Therapeutics Holdings Inc.",1768224,ARCT,"NASDAQ Global Market",320595345,"10285 SCIENCE CENTER DRIVE",,"SAN DIEGO",,CA,CALIFORNIA,"US West",,"(858) 900-2660",DE,,,2834,"Pharmaceutical Preparations",325414,"Biological Product (except Diagnostic) Manufacturing",34,"Ernst & Young LLP",2,,,,"1,212,000",0,0,0,"213,000",,,0,"213,000","1,425,000",USD,,,0,2020-12-31,2020,12,1231,,"Russell 2000","DEF 14A",2021-04-30,43.38,2020-12-31,"1,136,208,896",2020-12-31,"9,539,000","-72,148,000",,"476,456,000"
"BuzzFeed, Inc.",1828972,BZFD,"NASDAQ Capital Market",853022075,"50 WEST 23RD STREET, 6TH FLOOR",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10010,"(646) 397-2039",DE,,,4899,"Communications Services, NEC",518210,"Data Processing, Hosting, and Related Services",34,"Deloitte & Touche LLP",3,,,,"1,212,000",0,0,0,0,,,0,0,"1,212,000",USD,,,0,2020-12-31,2020,12,1231,,,"DEF 14A",2022-04-14,,,,2020-12-31,"321,324,000","10,336,000","163,954,000","279,192,000"
"POWELL INDUSTRIES INC",80420,POWL,"NASDAQ Global Select Market",880106100,"8550 MOSLEY DR","POST OFFICE BOX 12818",HOUSTON,Harris,TX,TEXAS,"US Southwest",77075,"(713) 944-6900",NV,,,3613,"Switchgear and Switchboard Apparatus",335314,"Relay and Industrial Control Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"1,210,730",0,0,0,"87,360","87,360",,"2,700","90,060","1,300,790",USD,,,0,2020-09-30,2020,09,0930,"S&P 600 SmallCap","Russell 2000","DEF 14A",2021-01-06,24.13,2020-09-30,"280,303,552",2020-09-30,"518,499,000","16,660,000","305,465,000","472,278,000"
"bluebird bio, Inc.",1293971,,NAS,133680878,"455 GRAND UNION BOULEVARD",,SOMERVILLE,Middlesex,MA,MASSACHUSETTS,"US New England",02145,"(339) 499-9300",DE,,,2836,"Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,"Ernst & Young LLP",2,,,,"1,210,003","240,330",0,0,"528,228",,,"5,790","774,348","1,984,351",USD,,,0,2020-12-31,2020,12,1231,,,"DEF 14A",2021-04-30,43.27,2020-12-31,"1,860,793,600",2020-12-31,"250,734,000","-618,695,000","1,331,887,000","1,781,252,000"
"Magnolia Oil & Gas Corp",1698990,MGY,NYSE,815365682,"NINE GREENWAY PLAZA","SUITE 1300",HOUSTON,Harris,TX,TEXAS,"US Southwest",77046,"(713) 842-9050",DE,,,1311,"Crude Petroleum and Natural Gas",211111,"Crude Petroleum and Natural Gas Extraction",34,"KPMG LLP",4,,,,"1,209,536",0,0,0,0,,,0,0,"1,209,536",USD,,,0,2020-12-31,2020,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2021-03-19,7.06,2020-12-31,"1,152,756,736",2020-12-31,"534,506,000","-1,208,390,000","538,816,000","1,453,420,000"
"Sage Therapeutics, Inc.",1597553,SAGE,NAS,274486580,"55 CAMBRIDGE PARKWAY",,CAMBRIDGE,Middlesex,MA,MASSACHUSETTS,"US New England",02142,"(617) 299-8380",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"1,207,500","25,000",0,0,"82,500",,,"2,756","110,256","1,317,756",USD,,,0,2020-12-31,2020,12,1231,,"Russell 2000","DEF 14A",2021-04-29,86.51,2020-12-31,"5,044,260,864",2020-12-31,"1,114,200,000","606,073,000",,"2,159,246,000"
"VOLT INFORMATION SCIENCES, INC.",103872,,ASE,135658129,"2401 N. GLASSELL ST.",,ORANGE,Orange,CA,CALIFORNIA,"US West",92865,"(714) 921-8800",NY,,,7363,"Help Supply Services",561320,"Temporary Help Services",34,"Ernst & Young LLP",2,,,,"1,207,000",0,0,0,0,,,0,0,"1,207,000",USD,,,0,2020-11-01,2020,10,1031,,,"DEF 14A",2021-02-26,1.36,2020-11-03,"29,514,826",2020-11-01,"822,055,000","-33,587,000",,"241,845,000"
"CymaBay Therapeutics, Inc.",1042074,,NAS,943103561,"7575 GATEWAY BOULEVARD","SUITE 110",NEWARK,Alameda,CA,CALIFORNIA,"US West",94560,"(510) 293-8800",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Ernst & Young LLP",2,,,,"1,206,200",0,0,0,0,,,"1,590","1,590","1,207,790",USD,,,0,2020-12-31,2020,12,1231,,,"DEF 14A",2021-04-27,5.74,2020-12-31,"395,750,560",2020-12-31,0,"-50,986,000",,"153,825,000"
"PENNSYLVANIA REAL ESTATE INVESTMENT TRUST",77281,,GREY,236216339,"ONE COMMERCE SQUARE","2005 MARKET STREET, SUITE 1000",PHILADELPHIA,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",19103,"(215) 875-0426",PA,,,6798,"Real Estate Investment Trusts",525990,"Other Financial Vehicles",34,"KPMG LLP",4,,,,"1,205,000",0,0,0,"109,665",,,0,"109,665","1,314,665",USD,,,0,2020-12-31,2020,12,1231,,,"DEF 14A",2021-04-16,1.05,2020-12-29,"83,514,024",2020-12-31,"261,823,000","-259,516,000","119,818,000","2,177,186,000"
"AEP Texas Inc.",1721781,,,510007707,"1 RIVERSIDE PLAZA",,COLUMBUS,Franklin,OH,OHIO,"US Midwest",43215-2373,"(614) 716-1000",DE,4904,"AMERICAN ELECTRIC POWER CO INC",4911,"Electric Services",221122,"Electric Power Distribution",34,"PricewaterhouseCoopers LLP",1,,,,"1,204,518","80,000",0,0,"6,349",,,0,"86,349","1,290,867",USD,,Yes,0,2020-12-31,2020,12,1231,,,10-K,2021-02-25,,,,2020-12-31,"1,618,900,000","241,000,000",,"11,030,200,000"
"Walker & Dunlop, Inc.",1497770,WD,NYSE,800629925,"7272 WISCONSIN AVENUE","SUITE 1300",BETHESDA,Montgomery,MD,MARYLAND,"US Mid Atlantic",20814,"(301) 215-5500",MD,,,6199,"Finance Services",522310,"Mortgage and Nonmortgage Loan Brokers",34,"KPMG LLP",4,,,,"1,204,500","174,100",0,0,"693,588",,,"37,000","904,688","2,109,188",USD,,,1,2020-12-31,2020,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-03-18,92.02,2020-12-31,"2,822,989,568",2020-12-31,"1,037,678,000","246,177,000","945,384,000","4,650,975,000"
"Douglas Emmett Inc",1364250,DEI,NYSE,203073047,"1299 OCEAN AVENUE, SUITE 1000",,"SANTA MONICA","Los Angeles",CA,CALIFORNIA,"US West",90401,"(310) 255-7700",MD,,,6798,"Real Estate Investment Trusts",531190,"Lessors of Other Real Estate Property",34,"Ernst & Young LLP",2,,,,"1,204,000",0,0,0,"738,000",,,0,"738,000","1,942,000",USD,,,0,2020-12-31,2020,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2021-04-19,29.18,2020-12-31,"5,120,036,352",2020-12-31,"891,523,000","50,421,000","2,431,950,000","9,250,825,000"
"Applied Molecular Transport Inc.",1801777,,NAS,814481426,"C/O THE CORPORATION TRUST COMPANY","CORPORATION TRUST CENTER, 1209 ORANGE ST",WILMINGTON,"New Castle",DE,DELAWARE,"US Mid Atlantic",19801,"(650) 392-0420",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Deloitte & Touche LLP",3,,,,"1,203,628",0,0,0,0,,,0,0,"1,203,628",USD,,,0,2020-12-31,2020,12,1231,,,"DEF 14A",2021-04-07,30.77,2020-12-31,"1,080,684,247",2020-12-31,"229,000","-66,564,000","131,673,000","140,183,000"
"SCHWAB CAPITAL TRUST",904333,,,943297102,"211 MAIN STREET",,"SAN FRANCISCO","San Francisco",CA,CALIFORNIA,"US West",94105,1-415-667-7000,MA,,,,,525910,"Open-End Investment Funds",40,"Deloitte & Touche LLP",3,,,,"1,203,450","90,000",0,0,"158,100",,,0,"248,100","1,451,550",USD,,,0,2020-12-31,2020,12,0331,,,N-CSR,2021-03-03,,,,2021-03-31,"49,207,196","48,327,824","3,331,631,282","3,358,704,918"
"J.Jill, Inc.",1687932,JILL,NYSE,451459825,"4 BATTERYMARCH PARK",,QUINCY,Norfolk,MA,MASSACHUSETTS,"US New England",02169,"(617) 376-4300",DE,,,2330,"Women's, Misses', and Juniors Outerwear",448120,"Women's Clothing Stores",34,"PricewaterhouseCoopers LLP",1,,,,"1,202,439",0,0,0,0,,,0,0,"1,202,439",USD,,,0,2020-02-01,2020,1,0201,,"Russell 2000","DEF 14A",2020-07-28,1.19,2020-02-03,"52,401,184",2020-02-01,"691,345,000","-128,567,000","-151,846,000","633,988,000"
"Clovis Oncology, Inc.",1466301,,PINX,900475355,"5500 FLATIRON PARKWAY","SUITE 100",BOULDER,Boulder,CO,COLORADO,"US West",80301,"(303) 625-5000",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Ernst & Young LLP",2,,,,"1,202,327",0,0,0,"246,451",,,0,"246,451","1,448,778",USD,,,0,2020-12-31,2020,12,1231,,,"DEF 14A",2021-04-28,4.45,2020-12-29,"393,019,360",2020-12-31,"164,522,000","-369,212,000","-287,565,000","605,554,000"
"NexImmune, Inc.",1538210,,PINX,422518457,"9119 GAITHER ROAD",,GAITHERSBURG,Montgomery,MD,MARYLAND,"US Mid Atlantic",20878,"(301) 825-9810",DE,,,2834,"Pharmaceutical Preparations",541710,"Research and Development in the Physical, Engineering, and Life Sciences",34,"Ernst & Young LLP",2,,,,"1,202,110",0,0,0,0,,,0,0,"1,202,110",USD,,,0,2020-12-31,2020,12,1231,,,"DEF 14A",2022-05-03,,,,2020-12-31,0,"-29,865,997",,"11,301,070"
"Olo Inc.",1431695,OLO,NYS,202971562,"285 FULTON STREET","ONE WORLD TRADE CENTER, 82ND FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10007,"(212) 260-0895",,,,7389,"Business Services, NEC",541511,"Custom Computer Programming Services",34,"Ernst & Young LLP",2,,,,"1,200,000","5,000",0,0,0,,,0,"5,000","1,205,000",USD,,,0,2020-12-31,2020,12,1231,,"Russell 2000","DEF 14A",2022-04-26,,,,2020-12-31,"98,424,000","3,063,000",,"134,424,000"
"SIERRA WIRELESS INC",1111863,,NAS,980163236,"13811 WIRELESS WAY",,RICHMOND,,A1,"BRITISH COLUMBIA",Canada,"V6V 3A4","(604) 231-1100",A1,,,3663,"Radio and Television Broadcasting and Communications Equipment",334220,"Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing",34,"Ernst & Young LLP",2,"Ernst & Young LLP Chartered Accountants",192,ONTARIO,"1,199,500",0,0,0,"20,711",,,0,"20,711","1,220,211",USD,,,1,2020-12-31,2020,12,1231,,,40-F,2022-03-18,13.81,2020-12-29,"500,382,720",2020-12-31,"448,588,000","-49,341,000","102,787,000","601,371,000"
"Loma Negra Compania Industrial Argentina Sociedad Anonima",1711375,LOMA,NYSE,,"CECILIA GRIERSON 355, 4TH FLOOR",,"BUENOS AIRES",,C1,ARGENTINA,Foreign,C1107CPG,"54 114-319-3000",,,,3241,"Cement, Hydraulic",327310,"Cement Manufacturing",34,"Ernst & Young LLP",2,"Pistrelli Henry Martin y Asociados SRL (Inactive)",134,ARGENTINA,"1,199,040","40,907",0,0,"9,240",,,0,"50,148","1,249,188",USD,,,0,2020-12-31,2020,12,1231,,,20-F,2021-04-30,6.26,2020-12-29,"746,225,152",2020-12-31,"1,455,716,000","398,074,000","533,987,000","843,889,000"
