CRITICAL_AUDIT_MATTER_KEY,TOPIC_NAME,COMPANY_FKEY,FISCAL_YE
23787,Other debt,0001407583,0630
23893,Going concern,0001407583,0630
23894,Other liabilities and provisions,0001407583,0630
23895,Other contingent liabilities,0001407583,0630
23896,Other debt,0001407583,0630
29200,Going concern,0001407583,0630
29201,Other debt,0001407583,0630
30332,Going concern,0001407583,0630
30333,Other debt,0001407583,0630
30589,Going concern,0001407583,0630
30590,Other debt,0001407583,0630
32044,Going concern,0001407583,0630
32045,Other debt,0001407583,0630
35765,Other debt,0001407583,0630
35766,Other debt,0001407583,0630
35767,Other debt,0001407583,0630
37566,Other debt,0001407583,0630
37567,Other debt,0001407583,0630
37568,Other debt,0001407583,0630
37952,Other debt,0001407583,0630
37953,Other debt,0001407583,0630
37954,Other debt,0001407583,0630
38165,Other debt,0001407583,0630
38166,Other debt,0001407583,0630
38167,Other debt,0001407583,0630
45872,Going concern,0001407583,0630
45873,Other debt,0001407583,0630
45874,Other debt,0001407583,0630
47845,Going concern,0001407583,0630
47846,Other debt,0001407583,0630
47847,Other debt,0001407583,0630
48107,Going concern,0001407583,0630
48108,Other debt,0001407583,0630
48109,Other debt,0001407583,0630
48266,Going concern,0001407583,0630
48267,Other debt,0001407583,0630
48268,Other debt,0001407583,0630
48653,Going concern,0001407583,0630
48654,Other debt,0001407583,0630
48655,Other debt,0001407583,0630
1096,Real estate investments,0001407623,1231
15052,Real estate investments,0001407623,1231
15053,Business combinations,0001407623,1231
24280,Real estate investments,0001407623,1231
24281,Business combinations,0001407623,1231
32846,Real estate investments,0001407623,1231
6328,Real estate investments,0001407623,1231
38857,Derivatives and hedging,0001407704,1231
46557,Derivatives and hedging,0001407704,1231
10094,Deferred and stock-based compensation,0001407878,1231
19235,Deferred and stock-based compensation,0001407878,1231
27720,Derivatives and hedging,0001407878,1231
31338,Derivatives and hedging,0001407878,1231
31739,Derivatives and hedging,0001407878,1231
31941,Derivatives and hedging,0001407878,1231
32123,Derivatives and hedging,0001407878,1231
32200,Derivatives and hedging,0001407878,1231
32330,Derivatives and hedging,0001407878,1231
37004,Derivatives and hedging,0001407878,1231
10921,Revenue from customer contracts,0001408057,1231
11204,Revenue from customer contracts,0001408057,1231
12308,Revenue from customer contracts,0001408057,1231
13299,Revenue from customer contracts,0001408057,1231
20341,Revenue from customer contracts,0001408057,1231
39312,Revenue from customer contracts,0001408057,1231
39313,Revenue from customer contracts,0001408057,1231
15407,Business combinations,0001408075,1231
15408,Goodwill,0001408075,1231
23766,Goodwill,0001408075,1231
33380,Goodwill,0001408075,1231
40918,Goodwill,0001408075,1231
5372,Goodwill,0001408075,1231
617,Goodwill,0001408075,1231
16461,Other investments,0001408100,1231
24806,Other investments,0001408100,1231
2674,Equity investments and joint ventures,0001408100,1231
33712,Other investments,0001408100,1231
33829,Other investments,0001408100,1231
43788,Other investments,0001408100,1231
44155,Other investments,0001408100,1231
7151,Other investments,0001408100,1231
11492,Proven and unproven reserves,0001408146,1231
18303,Proven and unproven reserves,0001408146,1231
21341,Proven and unproven reserves,0001408146,1231
26895,Proven and unproven reserves,0001408146,1231
29563,Proven and unproven reserves,0001408146,1231
37110,Proven and unproven reserves,0001408146,1231
38074,Proven and unproven reserves,0001408146,1231
7798,Proven and unproven reserves,0001408146,1231
14725,Business combinations,0001408198,1231
23880,Revenue from customer contracts,0001408198,1231
32549,Revenue from customer contracts,0001408198,1231
32550,Business combinations,0001408198,1231
40785,Revenue from customer contracts,0001408198,1231
40786,Goodwill,0001408198,1231
5319,Other income taxes,0001408198,1231
998,Other income taxes,0001408198,1231
10485,Revenue from customer contracts,0001408278,1231
18637,Allowance for credit losses,0001408534,1231
27496,Allowance for credit losses,0001408534,1231
30240,Allowance for credit losses,0001408534,1231
36184,Allowance for credit losses,0001408534,1231
45021,Allowance for credit losses,0001408534,1231
45022,Goodwill,0001408534,1231
9444,Allowance for credit losses,0001408534,1231
12646,Revenue from customer contracts,0001408710,0626
22085,Revenue from customer contracts,0001408710,0626
31010,Revenue from customer contracts,0001408710,0626
39200,Revenue from customer contracts,0001408710,0626
4444,Revenue from customer contracts,0001408710,0626
48228,Revenue from customer contracts,0001408710,0626
33789,Proven and unproven reserves,0001409036,0930
33790,Going concern,0001409036,0930
39201,Proven and unproven reserves,0001409036,0930
39202,Going concern,0001409036,0930
41659,Proven and unproven reserves,0001409036,0930
41660,Going concern,0001409036,0930
10575,Inventory,0001409171,0131
19886,Inventory,0001409171,0131
28420,Inventory,0001409171,0131
37324,Inventory,0001409171,0131
46431,Inventory,0001409171,0131
46432,Goodwill,0001409171,0131
11982,"Property, plant and equipment",0001409175,0731
12739,"Property, plant and equipment",0001409175,0731
29817,Business combinations,0001409175,0731
28028,Inventory,0001409269,1231
28029,Going concern,0001409269,1231
37020,Inventory,0001409269,1231
37021,Going concern,0001409269,1231
46058,Inventory,0001409269,1231
46059,Going concern,0001409269,1231
11935,Revenue from customer contracts,0001409375,0331
11936,Deferred income taxes,0001409375,0331
21453,Revenue from customer contracts,0001409375,0331
30328,Deferred income taxes,0001409375,0331
38561,Inventory,0001409375,0331
47826,Inventory,0001409375,0331
12483,Going concern,0001409446,0531
12803,Going concern,0001409446,0531
13252,Going concern,0001409446,0531
21101,Going concern,0001409446,0531
22423,Going concern,0001409446,0531
22868,Going concern,0001409446,0531
31170,Going concern,0001409446,0531
15042,Other investments,0001409493,1231
15043,Interest revenue,0001409493,1231
1701,Other investments,0001409493,1231
1702,Interest revenue,0001409493,1231
24398,Other investments,0001409493,1231
24399,Interest revenue,0001409493,1231
35047,Other investments,0001409493,1231
35048,Interest revenue,0001409493,1231
41788,Other investments,0001409493,1231
41789,Interest revenue,0001409493,1231
5722,Other investments,0001409493,1231
5723,Interest revenue,0001409493,1231
31501,Other debt,0001409624,0731
31727,Other debt,0001409624,0731
6624,Goodwill,0001409775,1231
6625,Allowance for credit losses,0001409775,1231
16908,Proven and unproven reserves,0001409947,1231
25683,Proven and unproven reserves,0001409947,1231
34062,Proven and unproven reserves,0001409947,1231
42959,Proven and unproven reserves,0001409947,1231
8268,Proven and unproven reserves,0001409947,1231
1237,Other investments,0001409970,1231
1238,Other contingent liabilities,0001409970,1231
14723,Business combinations,0001409970,1231
14724,Allowance for credit losses,0001409970,1231
23767,Allowance for credit losses,0001409970,1231
33053,Allowance for credit losses,0001409970,1231
41105,Allowance for credit losses,0001409970,1231
8940,Other investments,0001409970,1231
8941,Other contingent liabilities,0001409970,1231
8942,Balance sheet classification of debt and equity,0001409970,1231
11034,Business combinations,0001409999,1231
12126,Business combinations,0001409999,1231
12822,Business combinations,0001409999,1231
12908,Business combinations,0001409999,1231
12951,Business combinations,0001409999,1231
20292,Business combinations,0001409999,1231
20293,Policy changes,0001409999,1231
23672,Business combinations,0001409999,1231
23673,Policy changes,0001409999,1231
27784,Balance sheet classification of debt and equity,0001409999,1231
27966,Balance sheet classification of debt and equity,0001409999,1231
10320,Deferred and stock-based compensation,0001410098,1231
19323,Deferred and stock-based compensation,0001410098,1231
45527,Sales return and allowances,0001410098,1231
19180,Inventory,0001410172,1231
28413,Inventory,0001410172,1231
9782,Inventory,0001410172,1231
38939,Disposals and divestitures,0001410187,1231
14930,Revenue from customer contracts,0001410384,1231
1584,Business combinations,0001410384,1231
1585,Other revenue,0001410384,1231
1586,Other debt,0001410384,1231
24491,Revenue from customer contracts,0001410384,1231
33378,Revenue from customer contracts,0001410384,1231
40912,Revenue from customer contracts,0001410384,1231
5804,Revenue from customer contracts,0001410384,1231
5805,Other debt,0001410384,1231
10393,Long-lived assets,0001410428,1231
10394,Other intangible assets,0001410428,1231
19586,Long-lived assets,0001410428,1231
19587,Equity investments and joint ventures,0001410428,1231
29177,Long-lived assets,0001410428,1231
29178,Goodwill,0001410428,1231
1064,Regulatory assets and liabilities,0001410636,1231
14929,Regulatory assets and liabilities,0001410636,1231
24068,Regulatory assets and liabilities,0001410636,1231
32762,Regulatory assets and liabilities,0001410636,1231
41769,Regulatory assets and liabilities,0001410636,1231
6445,Regulatory assets and liabilities,0001410636,1231
16218,Research and development expenses,0001410939,1231
26362,Research and development expenses,0001410939,1231
8426,Research and development expenses,0001410939,1231
19515,Real estate investments,0001411059,1231
9021,Real estate investments,0001411059,1231
15085,Warranty liabilities,0001411207,1231
24109,Warranty liabilities,0001411207,1231
2520,Warranty liabilities,0001411207,1231
2521,Business combinations,0001411207,1231
32761,Warranty liabilities,0001411207,1231
41092,Warranty liabilities,0001411207,1231
5681,Warranty liabilities,0001411207,1231
17181,Other investments,0001411342,1231
26539,Other investments,0001411342,1231
26540,Business combinations,0001411342,1231
35106,Other investments,0001411342,1231
35107,Business combinations,0001411342,1231
44103,Other investments,0001411342,1231
9334,Other investments,0001411342,1231
1551,Other revenue,0001411494,1231
1552,Other income taxes,0001411494,1231
16355,Other revenue,0001411494,1231
26559,Other revenue,0001411494,1231
5847,Other revenue,0001411494,1231
17241,Leases,0001411579,1231
25858,Long-lived assets,0001411579,1231
34653,Long-lived assets,0001411579,1231
42976,Long-lived assets,0001411579,1231
42977,Derivatives and hedging,0001411579,1231
9124,Goodwill,0001411579,1231
9125,Going concern,0001411579,1231
9126,Leases,0001411579,1231
12236,Revenue from customer contracts,0001411685,0331
21584,Research and development expenses,0001411685,0331
21585,Revenue from customer contracts,0001411685,0331
30525,Revenue from customer contracts,0001411685,0331
38555,Revenue from customer contracts,0001411685,0331
11962,Goodwill,0001411688,0329
11963,Leases,0001411688,0329
21390,Leases,0001411688,0329
30156,Goodwill,0001411688,0329
30157,Leases,0001411688,0329
38454,Leases,0001411688,0329
38455,Other intangible assets,0001411688,0329
17323,Business combinations,0001411690,1231
27009,Business combinations,0001411690,1231
35394,Business combinations,0001411690,1231
35395,Equity investments and joint ventures,0001411690,1231
46060,Inventory,0001411690,1231
28060,Long-lived assets,0001411906,1231
12311,Goodwill,0001412095,1231
12312,Allowance for credit losses,0001412095,1231
12849,Goodwill,0001412095,1231
12850,Allowance for credit losses,0001412095,1231
13658,Goodwill,0001412095,1231
13659,Allowance for credit losses,0001412095,1231
14328,Goodwill,0001412095,1231
14329,Allowance for credit losses,0001412095,1231
18824,Goodwill,0001412095,1231
18825,Allowance for credit losses,0001412095,1231
21070,Goodwill,0001412095,1231
21071,Allowance for credit losses,0001412095,1231
29728,Allowance for credit losses,0001412095,1231
29729,"Property, plant and equipment",0001412095,1231
29730,Goodwill,0001412095,1231
29731,Allowance for credit losses,0001412095,1231
38029,Allowance for credit losses,0001412095,1231
38030,"Property, plant and equipment",0001412095,1231
39244,Allowance for credit losses,0001412095,1231
39245,"Property, plant and equipment",0001412095,1231
47174,Allowance for credit losses,0001412095,1231
47175,"Property, plant and equipment",0001412095,1231
18448,Insurance contract liabilities,0001412100,1231
27347,Insurance contract liabilities,0001412100,1231
35796,Insurance contract liabilities,0001412100,1231
44557,Insurance contract liabilities,0001412100,1231
9196,Insurance contract liabilities,0001412100,1231
10875,Other debt,0001412126,1231
11958,Other debt,0001412126,1231
12003,Other debt,0001412126,1231
13394,Other debt,0001412126,1231
19345,Other debt,0001412126,1231
21486,Other debt,0001412126,1231
29172,Revenue from customer contracts,0001412126,1231
32339,Revenue from customer contracts,0001412126,1231
32685,Revenue from customer contracts,0001412126,1231
37628,Inventory,0001412126,1231
10546,Revenue from customer contracts,0001412408,1231
10547,Business combinations,0001412408,1231
19588,Revenue from customer contracts,0001412408,1231
19589,Business combinations,0001412408,1231
27908,Revenue from customer contracts,0001412408,1231
36223,Business combinations,0001412408,1231
44869,Financial statements and disclosures,0001412408,1231
19002,Goodwill,0001412486,1231
28212,Goodwill,0001412486,1231
9481,Goodwill,0001412486,1231
10446,Long-lived assets,0001412502,1231
18640,Real estate investments,0001412502,1231
27374,Real estate investments,0001412502,1231
27375,Business combinations,0001412502,1231
35942,Real estate investments,0001412502,1231
45229,Real estate investments,0001412502,1231
29870,Goodwill,0001412558,1231
29871,Revenue from customer contracts,0001412558,1231
39150,Goodwill,0001412558,1231
39151,Revenue from customer contracts,0001412558,1231
39152,Equity investments and joint ventures,0001412558,1231
46794,Goodwill,0001412558,1231
46795,Revenue from customer contracts,0001412558,1231
46796,Equity investments and joint ventures,0001412558,1231
18140,Allowance for credit losses,0001412665,1231
27243,Allowance for credit losses,0001412665,1231
35645,Allowance for credit losses,0001412665,1231
35646,Goodwill,0001412665,1231
44616,Allowance for credit losses,0001412665,1231
8976,Allowance for credit losses,0001412665,1231
8977,Goodwill,0001412665,1231
10695,Deferred and stock-based compensation,0001413119,1231
10696,Going concern,0001413119,1231
11161,Deferred and stock-based compensation,0001413119,1231
11865,Deferred and stock-based compensation,0001413119,1231
11870,Going concern,0001413119,1231
12748,Going concern,0001413119,1231
13785,Deferred and stock-based compensation,0001413119,1231
14555,Going concern,0001413119,1231
14686,Deferred and stock-based compensation,0001413119,1231
18713,Deferred and stock-based compensation,0001413119,1231
19013,Deferred and stock-based compensation,0001413119,1231
20178,Deferred and stock-based compensation,0001413119,1231
21288,Deferred and stock-based compensation,0001413119,1231
23090,Deferred and stock-based compensation,0001413119,1231
28213,Going concern,0001413119,1231
29004,Going concern,0001413119,1231
29005,Going concern,0001413119,1231
29582,Going concern,0001413119,1231
29830,Going concern,0001413119,1231
30276,Going concern,0001413119,1231
31112,Going concern,0001413119,1231
31113,Going concern,0001413119,1231
31778,Going concern,0001413119,1231
37026,Going concern,0001413119,1231
38461,Going concern,0001413119,1231
38545,Going concern,0001413119,1231
40214,Going concern,0001413119,1231
40784,Going concern,0001413119,1231
45832,Going concern,0001413119,1231
46811,Going concern,0001413119,1231
46814,Going concern,0001413119,1231
47288,Going concern,0001413119,1231
47294,Going concern,0001413119,1231
9161,Deferred and stock-based compensation,0001413119,1231
9162,Going concern,0001413119,1231
11291,"Property, plant and equipment",0001413159,1231
18765,"Property, plant and equipment",0001413159,1231
20629,"Property, plant and equipment",0001413159,1231
23951,"Property, plant and equipment",0001413159,1231
9515,"Property, plant and equipment",0001413159,1231
12237,Revenue from customer contracts,0001413263,0331
12238,Leases,0001413263,0331
14657,Other contingent liabilities,0001413329,1231
23846,Other contingent liabilities,0001413329,1231
23847,Business combinations,0001413329,1231
32452,Other contingent liabilities,0001413329,1231
32453,Business combinations,0001413329,1231
40760,Other contingent liabilities,0001413329,1231
40761,Equity investments and joint ventures,0001413329,1231
5061,Other contingent liabilities,0001413329,1231
569,Equity investments and joint ventures,0001413329,1231
570,Other contingent liabilities,0001413329,1231
15760,Financial statements and disclosures,0001413447,1231
2559,Business combinations,0001413447,1231
2560,Other contingent liabilities,0001413447,1231
26606,Internal controls,0001413447,1231
33713,Revenue from customer contracts,0001413447,1231
38500,Revenue from customer contracts,0001413447,1231
41963,Revenue from customer contracts,0001413447,1231
7085,Uncertain tax positions,0001413447,1231
13863,Business combinations,0001413488,0831
22583,Business combinations,0001413488,0831
22883,Business combinations,0001413488,0831
23065,Business combinations,0001413488,0831
11600,Going concern,0001413745,1231
21097,Going concern,0001413745,1231
21098,"Property, plant and equipment",0001413745,1231
21099,Going concern,0001413745,1231
29619,Going concern,0001413745,1231
37948,Going concern,0001413745,1231
47273,Going concern,0001413745,1231
47274,Disposals and divestitures,0001413745,1231
19590,Business combinations,0001413754,1231
19591,Business combinations,0001413754,1231
22772,Business combinations,0001413754,1231
22773,Business combinations,0001413754,1231
22884,Business combinations,0001413754,1231
22885,Business combinations,0001413754,1231
23566,Business combinations,0001413754,1231
23567,Business combinations,0001413754,1231
23788,Business combinations,0001413754,1231
23789,Business combinations,0001413754,1231
23897,Business combinations,0001413754,1231
23898,Business combinations,0001413754,1231
27981,Goodwill and intangible assets,0001413754,1231
27982,Other contingent liabilities,0001413754,1231
30699,Goodwill and intangible assets,0001413754,1231
30700,Other contingent liabilities,0001413754,1231
31379,Goodwill and intangible assets,0001413754,1231
31380,Business combinations,0001413754,1231
31432,Goodwill and intangible assets,0001413754,1231
31433,Business combinations,0001413754,1231
38248,Goodwill and intangible assets,0001413754,1231
38249,Business combinations,0001413754,1231
40758,Goodwill and intangible assets,0001413754,1231
40759,Other contingent liabilities,0001413754,1231
16874,Allowance for credit losses,0001413837,1231
16875,Business combinations,0001413837,1231
26159,Allowance for credit losses,0001413837,1231
3258,Allowance for credit losses,0001413837,1231
34644,Allowance for credit losses,0001413837,1231
34645,Goodwill,0001413837,1231
45106,Allowance for credit losses,0001413837,1231
45107,Accounts/loans receivable,0001413837,1231
45108,Deferred income taxes,0001413837,1231
7142,Allowance for credit losses,0001413837,1231
11344,Equity investments and joint ventures,0001413855,1231
20742,Revenue from customer contracts,0001413855,1231
29398,Revenue from customer contracts,0001413855,1231
30052,Revenue from customer contracts,0001413855,1231
38014,Revenue from customer contracts,0001413855,1231
38015,Business combinations,0001413855,1231
3977,Equity investments and joint ventures,0001413855,1231
47001,Revenue from customer contracts,0001413855,1231
10617,Long-lived assets,0001413891,1231
10618,Goodwill,0001413891,1231
14338,Long-lived assets,0001413891,1231
14339,Goodwill,0001413891,1231
14340,Other debt,0001413891,1231
14360,Other debt,0001413891,1231
20324,Long-lived assets,0001413891,1231
20325,Goodwill,0001413891,1231
20326,Other debt,0001413891,1231
20327,Business combinations,0001413891,1231
29169,Long-lived assets,0001413891,1231
29170,Goodwill,0001413891,1231
29171,Other debt,0001413891,1231
37744,Goodwill,0001413891,1231
37745,Long-lived assets,0001413891,1231
40639,Goodwill,0001413891,1231
40640,Long-lived assets,0001413891,1231
46061,Goodwill,0001413891,1231
46062,Long-lived assets,0001413891,1231
47314,Goodwill,0001413891,1231
47514,Goodwill,0001413891,1231
47515,Long-lived assets,0001413891,1231
45171,Deferred income taxes,0001413898,1231
8984,Long-lived assets,0001413898,1231
29217,Revenue from customer contracts,0001413909,1231
30635,Revenue from customer contracts,0001413909,1231
11307,Derivatives and hedging,0001414043,1231
20282,Derivatives and hedging,0001414043,1231
20489,Derivatives and hedging,0001414043,1231
20976,Derivatives and hedging,0001414043,1231
21022,Derivatives and hedging,0001414043,1231
21078,Derivatives and hedging,0001414043,1231
21836,Derivatives and hedging,0001414043,1231
15665,"Property, plant and equipment",0001414475,1231
24807,Long-lived assets,0001414475,1231
2496,Revenue from customer contracts,0001414475,1231
33312,Long-lived assets,0001414475,1231
42981,Long-lived assets,0001414475,1231
7143,Long-lived assets,0001414475,1231
7144,Goodwill,0001414475,1231
7145,Revenue from customer contracts,0001414475,1231
12815,Other investments,0001414767,0430
12816,Other intangible assets,0001414767,0430
14748,Other investments,0001414767,0430
14749,Other intangible assets,0001414767,0430
20056,Other investments,0001414767,0430
20057,Other intangible assets,0001414767,0430
21622,Other investments,0001414767,0430
21623,Other intangible assets,0001414767,0430
21781,Other investments,0001414767,0430
21782,Other intangible assets,0001414767,0430
21992,Other investments,0001414767,0430
30756,Other investments,0001414767,0430
38954,Other investments,0001414767,0430
48181,Other investments,0001414767,0430
13563,Other investments,0001414932,0930
22865,Other investments,0001414932,0930
31638,Other investments,0001414932,0930
40029,Other investments,0001414932,0930
15126,Deferred and stock-based compensation,0001414953,1231
28577,Deferred and stock-based compensation,0001414953,1231
36511,Deferred and stock-based compensation,0001414953,1231
6013,Inventory,0001414953,1231
6014,Deferred and stock-based compensation,0001414953,1231
13980,Going concern,0001415332,1231
20140,Going concern,0001415332,1231
20989,Going concern,0001415332,1231
29043,Deferred and stock-based compensation,0001415332,1231
29911,Deferred and stock-based compensation,0001415332,1231
30182,Deferred and stock-based compensation,0001415332,1231
37344,Deferred and stock-based compensation,0001415332,1231
40542,Deferred and stock-based compensation,0001415332,1231
46269,Deferred and stock-based compensation,0001415332,1231
9381,Going concern,0001415332,1231
9707,Going concern,0001415332,1231
19371,Equity investments and joint ventures,0001415397,1231
21308,Equity investments and joint ventures,0001415397,1231
21624,Equity investments and joint ventures,0001415397,1231
27990,Equity investments and joint ventures,0001415397,1231
29772,Equity investments and joint ventures,0001415397,1231
29802,Equity investments and joint ventures,0001415397,1231
30111,Equity investments and joint ventures,0001415397,1231
30112,Equity investments and joint ventures,0001415397,1231
30223,Equity investments and joint ventures,0001415397,1231
30224,Equity investments and joint ventures,0001415397,1231
30225,Equity investments and joint ventures,0001415397,1231
30226,Equity investments and joint ventures,0001415397,1231
36901,Equity investments and joint ventures,0001415397,1231
39479,Equity investments and joint ventures,0001415397,1231
46063,Going concern,0001415397,1231
1111,Related party transactions,0001415404,1231
15767,Other revenue,0001415404,1231
24912,Other revenue,0001415404,1231
35111,Other revenue,0001415404,1231
43303,Other revenue,0001415404,1231
6075,Related party transactions,0001415404,1231
10127,Sales return and allowances,0001415684,1231
10128,Other contingent liabilities,0001415684,1231
20323,Sales return and allowances,0001415684,1231
20991,Sales return and allowances,0001415684,1231
21514,Sales return and allowances,0001415684,1231
31516,Other liabilities and provisions,0001415744,0731
4021,"Property, plant and equipment",0001415916,1231
4022,Other contingent liabilities,0001415916,1231
9469,Going concern,0001415916,1231
9470,"Property, plant and equipment",0001415916,1231
9471,Other contingent liabilities,0001415916,1231
10332,Long-lived assets,0001415921,1231
20104,Business combinations,0001415921,1231
27991,"Property, plant and equipment",0001415921,1231
37322,"Property, plant and equipment",0001415921,1231
45877,"Property, plant and equipment",0001415921,1231
11010,Inventory,0001416090,1231
11011,Derivatives and hedging,0001416090,1231
20262,Inventory,0001416090,1231
20263,Derivatives and hedging,0001416090,1231
29174,Derivatives and hedging,0001416090,1231
29175,Discontinued operations,0001416090,1231
46274,Derivatives and hedging,0001416090,1231
19205,Accounts/loans receivable,0001416265,1231
19206,Other investments,0001416265,1231
19207,Other debt,0001416265,1231
28221,Other investments,0001416265,1231
28222,Other debt,0001416265,1231
36538,Other investments,0001416265,1231
36539,Other debt,0001416265,1231
45608,Other investments,0001416265,1231
45609,Other debt,0001416265,1231
9292,Accounts/loans receivable,0001416265,1231
9293,Other investments,0001416265,1231
9294,Other debt,0001416265,1231
11700,Other debt,0001416697,1231
19903,Other debt,0001416697,1231
20395,Other debt,0001416697,1231
28656,Other debt,0001416697,1231
28657,Deferred and stock-based compensation,0001416697,1231
37256,Other debt,0001416697,1231
46064,Other debt,0001416697,1231
13591,Revenue from customer contracts,0001417398,0930
13592,Goodwill,0001417398,0930
224,Revenue from customer contracts,0001417398,0930
22892,Revenue from customer contracts,0001417398,0930
22893,Goodwill,0001417398,0930
31662,Revenue from customer contracts,0001417398,0930
31663,Goodwill and intangible assets,0001417398,0930
31664,Business combinations,0001417398,0930
40033,Revenue from customer contracts,0001417398,0930
40034,Goodwill and intangible assets,0001417398,0930
4623,Business combinations,0001417398,0930
4624,Revenue from customer contracts,0001417398,0930
4625,Goodwill,0001417398,0930
13363,Business combinations,0001417663,1231
28525,Other debt,0001417663,1231
32138,Other debt,0001417663,1231
32185,Other debt,0001417663,1231
36452,Other debt,0001417663,1231
45231,Other debt,0001417663,1231
38870,Other debt,0001417664,1231
11354,Revenue from customer contracts,0001417892,1231
11355,Allowance for credit losses,0001417892,1231
20738,Revenue from customer contracts,0001417892,1231
20739,Allowance for credit losses,0001417892,1231
22137,Revenue from customer contracts,0001417892,1231
22138,Allowance for credit losses,0001417892,1231
29941,Revenue from customer contracts,0001417892,1231
39016,Revenue from customer contracts,0001417892,1231
45528,Revenue from customer contracts,0001417892,1231
45567,Revenue from customer contracts,0001417892,1231
10182,Going concern,0001417926,1231
12096,Going concern,0001417926,1231
12317,Going concern,0001417926,1231
19592,Revenue from customer contracts,0001417926,1231
19593,Equity investments and joint ventures,0001417926,1231
29202,Equity investments and joint ventures,0001417926,1231
30795,Equity investments and joint ventures,0001417926,1231
30874,Equity investments and joint ventures,0001417926,1231
32149,Equity investments and joint ventures,0001417926,1231
37586,Revenue from customer contracts,0001417926,1231
37639,Revenue from customer contracts,0001417926,1231
40018,Revenue from customer contracts,0001417926,1231
40967,Going concern,0001417926,1231
47233,Goodwill and intangible assets,0001417926,1231
1344,Other investments,0001418076,1231
17325,Other investments,0001418076,1231
26147,Other investments,0001418076,1231
34432,Other investments,0001418076,1231
42779,Other investments,0001418076,1231
6845,Other investments,0001418076,1231
1049,Revenue from customer contracts,0001418091,1231
1050,Deferred income taxes,0001418091,1231
14928,Revenue from customer contracts,0001418091,1231
5538,Revenue from customer contracts,0001418091,1231
13656,Revenue from customer contracts,0001418100,0930
31149,Long-lived assets,0001418100,0930
31150,Other intangible assets,0001418100,0930
359,Goodwill,0001418100,0930
360,Other intangible assets,0001418100,0930
4740,Goodwill,0001418100,0930
4741,Other intangible assets,0001418100,0930
15511,Real estate investments,0001418121,1231
1727,Real estate investments,0001418121,1231
24508,Real estate investments,0001418121,1231
33751,Real estate investments,0001418121,1231
42559,Real estate investments,0001418121,1231
6240,Real estate investments,0001418121,1231
15997,Other intangible assets,0001418135,1231
24900,Other intangible assets,0001418135,1231
2819,Other intangible assets,0001418135,1231
33762,Other intangible assets,0001418135,1231
42788,Goodwill and intangible assets,0001418135,1231
6892,Other intangible assets,0001418135,1231
13974,Going concern,0001418372,1231
20276,Going concern,0001418372,1231
29808,Revenue from customer contracts,0001418372,1231
30430,Revenue from customer contracts,0001418372,1231
40219,Revenue from customer contracts,0001418372,1231
10401,"Property, plant and equipment",0001418819,1231
14998,"Property, plant and equipment",0001418819,1231
1805,"Property, plant and equipment",0001418819,1231
24110,"Property, plant and equipment",0001418819,1231
24111,Equity investments and joint ventures,0001418819,1231
24112,"Property, plant and equipment",0001418819,1231
32936,"Property, plant and equipment",0001418819,1231
41108,"Property, plant and equipment",0001418819,1231
41109,Business combinations,0001418819,1231
5155,"Property, plant and equipment",0001418819,1231
36244,Other debt,0001419041,1231
45839,Other debt,0001419041,1231
8395,Goodwill,0001419242,1231
10234,Revenue from customer contracts,0001419275,1231
10235,Accounts/loans receivable,0001419275,1231
29179,Goodwill,0001419275,1231
29180,Other debt,0001419275,1231
30905,Goodwill,0001419275,1231
30906,Other debt,0001419275,1231
36621,Goodwill,0001419275,1231
36622,Other debt,0001419275,1231
41522,Goodwill,0001419275,1231
41523,Other debt,0001419275,1231
45840,Goodwill,0001419275,1231
45841,Other debt,0001419275,1231
47710,Goodwill,0001419275,1231
47711,Other debt,0001419275,1231
47879,Goodwill,0001419275,1231
47880,Other debt,0001419275,1231
47952,Goodwill,0001419275,1231
47953,Other debt,0001419275,1231
36226,Allowance for credit losses,0001419536,1231
45023,Allowance for credit losses,0001419536,1231
45024,Business combinations,0001419536,1231
18621,Other debt,0001419554,1231
22467,Other debt,0001419554,1231
22563,Other debt,0001419554,1231
22567,Other debt,0001419554,1231
22586,Other debt,0001419554,1231
28399,Other debt,0001419554,1231
32273,Other debt,0001419554,1231
33377,Other debt,0001419554,1231
42953,Other debt,0001419554,1231
8833,Revenue from customer contracts,0001419600,1231
15605,Warranty liabilities,0001419612,1231
24779,Warranty liabilities,0001419612,1231
2590,Warranty liabilities,0001419612,1231
2591,Business combinations,0001419612,1231
34232,Warranty liabilities,0001419612,1231
34233,Inventory,0001419612,1231
42820,Warranty liabilities,0001419612,1231
42821,Inventory,0001419612,1231
5766,Warranty liabilities,0001419612,1231
5767,Other debt,0001419612,1231
5918,Warranty liabilities,0001419612,1231
5919,Other debt,0001419612,1231
11814,Balance sheet classification of debt and equity,0001419793,1231
20012,Balance sheet classification of debt and equity,0001419793,1231
23066,Balance sheet classification of debt and equity,0001419793,1231
29181,Balance sheet classification of debt and equity,0001419793,1231
37674,Revenue from customer contracts,0001419793,1231
38439,Revenue from customer contracts,0001419793,1231
38581,Revenue from customer contracts,0001419793,1231
38761,Revenue from customer contracts,0001419793,1231
46065,Revenue from customer contracts,0001419793,1231
10027,Going concern,0001419806,1231
18971,Related party transactions,0001419806,1231
28111,Related party transactions,0001419806,1231
36360,Related party transactions,0001419806,1231
45406,Related party transactions,0001419806,1231
