CRITICAL_AUDIT_MATTER_KEY,TOPIC_NAME,AUDIT_OPINION_FKEY,COMPANY_FKEY,FISCAL_YE
19670,Revenue from customer contracts,481707,0001318482,1231
29253,Goodwill and intangible assets,509344,0001318482,1231
29254,Revenue from customer contracts,509344,0001318482,1231
37890,Goodwill and intangible assets,534335,0001318482,1231
37891,Revenue from customer contracts,534335,0001318482,1231
47004,Goodwill and intangible assets,562660,0001318482,1231
47005,Revenue from customer contracts,562660,0001318482,1231
10903,Leases,452710,0001318484,0201
20171,Inventory,483298,0001318484,0201
28984,Inventory,508697,0001318484,0201
37693,Inventory,533698,0001318484,0201
46763,Inventory,561664,0001318484,0201
17363,Deferred income taxes,476737,0001318568,1231
26417,Business combinations,502359,0001318568,1231
3248,Goodwill,419434,0001318568,1231
35167,Business combinations,527374,0001318568,1231
44039,Revenue from customer contracts,554987,0001318568,1231
44040,Goodwill,554987,0001318568,1231
9271,Goodwill,448683,0001318568,1231
14479,Warranty liabilities,473128,0001318605,1231
23541,Warranty liabilities,498354,0001318605,1231
32247,Warranty liabilities,523616,0001318605,1231
40642,Warranty liabilities,547934,0001318605,1231
5012,Sales return and allowances,441145,0001318605,1231
5013,Warranty liabilities,441145,0001318605,1231
709,Sales return and allowances,416065,0001318605,1231
710,Warranty liabilities,416065,0001318605,1231
11969,Going concern,457642,0001318641,1231
9623,Going concern,449804,0001318641,1231
17210,Going concern,476965,0001318742,1231
25883,Going concern,501916,0001318742,1231
25884,Long-lived assets,501916,0001318742,1231
34719,Long-lived assets,526998,0001318742,1231
43233,Long-lived assets,553918,0001318742,1231
7266,Goodwill,444855,0001318742,1231
7267,Going concern,444855,0001318742,1231
20613,"Property, plant and equipment",485176,0001318885,1231
28037,"Property, plant and equipment",506281,0001318885,1231
38499,"Property, plant and equipment",532701,0001318885,1231
45429,Long-lived assets,558338,0001318885,1231
8953,"Property, plant and equipment",448593,0001318885,1231
21519,"Property, plant and equipment",488540,0001319150,0131
21520,Going concern,488540,0001319150,0131
30235,Proven and unproven reserves,512831,0001319150,0131
30236,Going concern,512831,0001319150,0131
38513,Proven and unproven reserves,536819,0001319150,0131
38514,Going concern,536819,0001319150,0131
47606,Proven and unproven reserves,566063,0001319150,0131
47607,Going concern,566063,0001319150,0131
13695,Other revenue,467991,0001319161,0930
22971,Other revenue,494791,0001319161,0930
31766,Other revenue,520048,0001319161,0930
40057,Other revenue,544286,0001319161,0930
10098,Other intangible assets,450764,0001319643,1231
20275,Research and development expenses,483659,0001319643,1231
18920,Inventory,480203,0001319947,0131
27518,Inventory,505267,0001319947,0131
36569,Inventory,531008,0001319947,0131
4062,Inventory,426034,0001319947,0131
45389,Inventory,558498,0001319947,0131
9633,Long-lived assets,449794,0001319947,0131
9634,Inventory,449794,0001319947,0131
1283,Allowance for credit losses,416890,0001320414,1231
16049,Accounts/loans receivable,475276,0001320414,1231
25092,Accounts/loans receivable,500664,0001320414,1231
33567,Accounts/loans receivable,525561,0001320414,1231
42083,Accounts/loans receivable,552224,0001320414,1231
6807,Allowance for credit losses,444229,0001320414,1231
15266,"Property, plant and equipment",474356,0001320461,1231
2235,"Property, plant and equipment",418055,0001320461,1231
2236,Revenue from customer contracts,418055,0001320461,1231
24355,"Property, plant and equipment",499911,0001320461,1231
33033,"Property, plant and equipment",524906,0001320461,1231
41403,Deferred income taxes,551364,0001320461,1231
5986,"Property, plant and equipment",442997,0001320461,1231
5987,Deferred income taxes,442997,0001320461,1231
14889,Long-lived assets,473787,0001320695,1231
23906,Disposals and divestitures,499268,0001320695,1231
33001,Business combinations,524905,0001320695,1231
41389,Other assets,551365,0001320695,1231
4459,Long-lived assets,431188,0001320695,1231
5191,Business combinations,441566,0001320695,1231
848,Long-lived assets,416148,0001320695,1231
10116,Goodwill,450783,0001320760,1231
10117,Going concern,450783,0001320760,1231
19430,Going concern,481466,0001320760,1231
28588,Going concern,507446,0001320760,1231
37007,Going concern,531799,0001320760,1231
46640,Revenue from customer contracts,561402,0001320760,1231
18931,Derivatives and hedging,480239,0001320854,1231
28059,Pension and other post-employment benefits,506312,0001320854,1231
36236,Other debt,530376,0001320854,1231
9842,Long-lived assets,449976,0001320854,1231
9843,Revenue from customer contracts,449976,0001320854,1231
9844,Derivatives and hedging,449976,0001320854,1231
16106,Goodwill,475456,0001321646,1231
2814,Goodwill,418714,0001321646,1231
7232,Goodwill,444820,0001321646,1231
7233,Deferred income taxes,444820,0001321646,1231
15983,Revenue from customer contracts,475277,0001321655,1231
24521,Revenue from customer contracts,500081,0001321655,1231
33170,Revenue from customer contracts,525081,0001321655,1231
41586,Revenue from customer contracts,551669,0001321655,1231
47003,Revenue from customer contracts,562661,0001321655,1231
7190,Revenue from customer contracts,444807,0001321655,1231
15614,Deferred income taxes,474679,0001321732,1231
15615,Business combinations,474679,0001321732,1231
1989,Deferred income taxes,417796,0001321732,1231
1990,Leases,417796,0001321732,1231
24887,Deferred income taxes,500665,0001321732,1231
33577,Deferred income taxes,525566,0001321732,1231
41661,Long-lived assets,551755,0001321732,1231
6267,Deferred income taxes,443308,0001321732,1231
11646,Other investments,456129,0001321741,0331
21080,Other investments,486848,0001321741,0331
29854,Other investments,511814,0001321741,0331
38202,Other investments,535858,0001321741,0331
47379,Other investments,564919,0001321741,0331
19197,Going concern,480900,0001321828,1231
28112,Going concern,506426,0001321828,1231
38154,Going concern,535526,0001321828,1231
9705,Going concern,449573,0001321828,1231
19682,Going concern,481942,0001321834,1231
28586,Going concern,507447,0001321834,1231
28587,Other investments,507447,0001321834,1231
37111,Derivatives and hedging,532108,0001321834,1231
37112,Going concern,532108,0001321834,1231
37113,Other investments,532108,0001321834,1231
46561,Shareholder valuation,561190,0001321834,1231
46562,Goodwill,561190,0001321834,1231
46563,Going concern,561190,0001321834,1231
46564,Other investments,561190,0001321834,1231
8070,Going concern,445574,0001321834,1231
9602,Going concern,449560,0001321834,1231
10170,Proven and unproven reserves,450835,0001321847,1231
19325,Proven and unproven reserves,481195,0001321847,1231
14474,Revenue from customer contracts,473081,0001321851,0930
21991,Revenue from customer contracts,490544,0001321851,0930
22433,Revenue from customer contracts,492247,0001321851,0930
22596,Revenue from customer contracts,493117,0001321851,0930
23968,Revenue from customer contracts,499306,0001321851,0930
32855,Revenue from customer contracts,524735,0001321851,0930
40822,Revenue from customer contracts,550667,0001321851,0930
40823,Accounts/loans receivable,550667,0001321851,0930
46571,Revenue from customer contracts,561211,0001321851,0930
46572,Accounts/loans receivable,561211,0001321851,0930
10325,Long-lived assets,450930,0001322422,1231
16211,Long-lived assets,475652,0001322422,1231
16212,Asset retirement and environmental obligations,475652,0001322422,1231
1803,Long-lived assets,417493,0001322422,1231
1804,Long-lived assets,417493,0001322422,1231
19273,Long-lived assets,481092,0001322422,1231
19274,Asset retirement and environmental obligations,481092,0001322422,1231
25493,Long-lived assets,501346,0001322422,1231
25494,Long-lived assets,501346,0001322422,1231
28584,Long-lived assets,507448,0001322422,1231
28585,Long-lived assets,507448,0001322422,1231
34080,Long-lived assets,526531,0001322422,1231
34081,Long-lived assets,526531,0001322422,1231
34082,Business combinations,526531,0001322422,1231
36797,Long-lived assets,531747,0001322422,1231
36798,Long-lived assets,531747,0001322422,1231
36799,Business combinations,531747,0001322422,1231
36921,Long-lived assets,531483,0001322422,1231
36922,Long-lived assets,531483,0001322422,1231
36923,Business combinations,531483,0001322422,1231
3717,Long-lived assets,423534,0001322422,1231
3718,Long-lived assets,423534,0001322422,1231
42191,Long-lived assets,552347,0001322422,1231
42192,Goodwill,552347,0001322422,1231
45808,Long-lived assets,559077,0001322422,1231
45809,Goodwill,559077,0001322422,1231
5869,Long-lived assets,442761,0001322422,1231
18387,"Property, plant and equipment",479302,0001322439,1231
27134,"Property, plant and equipment",504479,0001322439,1231
35303,"Property, plant and equipment",528193,0001322439,1231
9059,"Property, plant and equipment",448617,0001322439,1231
17413,Research and development expenses,476740,0001322505,0930
6608,Research and development expenses,443643,0001322505,0930
10544,Other intangible assets,451845,0001323404,1231
10752,Other intangible assets,452430,0001323404,1231
18231,Other intangible assets,479039,0001323404,1231
19680,Other intangible assets,481945,0001323404,1231
20060,Other intangible assets,482976,0001323404,1231
26985,Other intangible assets,504109,0001323404,1231
28583,Other intangible assets,507449,0001323404,1231
28837,Other intangible assets,507970,0001323404,1231
3423,Other intangible assets,421485,0001323404,1231
36146,Other intangible assets,530352,0001323404,1231
36802,Other intangible assets,531531,0001323404,1231
3733,Other intangible assets,423569,0001323404,1231
3799,Other intangible assets,423855,0001323404,1231
44985,Other intangible assets,557679,0001323404,1231
44986,Other intangible assets,557679,0001323404,1231
45996,Other intangible assets,559737,0001323404,1231
45997,Other intangible assets,559737,0001323404,1231
9107,Other intangible assets,448489,0001323404,1231
16846,Derivatives and hedging,476416,0001323468,1231
25694,Derivatives and hedging,501591,0001323468,1231
35044,Derivatives and hedging,527419,0001323468,1231
43797,Derivatives and hedging,554474,0001323468,1231
8599,Derivatives and hedging,446638,0001323468,1231
9193,Allowance for credit losses,449018,0001323648,1231
15097,Deferred and stock-based compensation,474088,0001323885,1231
1708,Business combinations,417363,0001323885,1231
1709,Business combinations,417363,0001323885,1231
24769,Deferred and stock-based compensation,500353,0001323885,1231
32968,Deferred and stock-based compensation,524953,0001323885,1231
41391,Deferred and stock-based compensation,551366,0001323885,1231
7377,Business combinations,444336,0001323885,1231
7378,Business combinations,444336,0001323885,1231
16050,Other revenue,475278,0001324272,1224
24872,Other revenue,500666,0001324272,1224
2636,Other revenue,418365,0001324272,1224
2637,Leases,418365,0001324272,1224
2638,Business combinations,418365,0001324272,1224
3148,Revenue from customer contracts,419652,0001324272,1224
3149,Leases,419652,0001324272,1224
3150,Business combinations,419652,0001324272,1224
8500,Other revenue,446592,0001324272,1224
8501,Long-lived assets,446592,0001324272,1224
16112,Pension and other post-employment benefits,475459,0001324404,1231
16113,Goodwill and intangible assets,475459,0001324404,1231
1692,Pension and other post-employment benefits,417343,0001324404,1231
24935,Pension and other post-employment benefits,500667,0001324404,1231
24936,"Property, plant and equipment",500667,0001324404,1231
33591,Pension and other post-employment benefits,525541,0001324404,1231
33592,Business combinations,525541,0001324404,1231
42070,Pension and other post-employment benefits,552226,0001324404,1231
6449,Pension and other post-employment benefits,443592,0001324404,1231
14654,Revenue from customer contracts,473372,0001324424,1231
14655,Deferred income taxes,473372,0001324424,1231
23842,Revenue from customer contracts,499072,0001324424,1231
23843,Deferred income taxes,499072,0001324424,1231
32587,Revenue from customer contracts,524345,0001324424,1231
40810,Revenue from customer contracts,550567,0001324424,1231
5219,Revenue from customer contracts,441593,0001324424,1231
5220,Goodwill,441593,0001324424,1231
5221,Deferred income taxes,441593,0001324424,1231
830,Revenue from customer contracts,416173,0001324424,1231
13538,Deferred and stock-based compensation,467435,0001324736,1231
13539,Business combinations,467435,0001324736,1231
14070,Deferred and stock-based compensation,471413,0001324736,1231
14071,Business combinations,471413,0001324736,1231
14178,Deferred and stock-based compensation,472189,0001324736,1231
14179,Business combinations,472189,0001324736,1231
19929,Deferred and stock-based compensation,482608,0001324736,1231
19930,Business combinations,482608,0001324736,1231
23131,Deferred and stock-based compensation,495513,0001324736,1231
23132,Business combinations,495513,0001324736,1231
23143,Deferred and stock-based compensation,495705,0001324736,1231
23144,Business combinations,495705,0001324736,1231
23244,Deferred and stock-based compensation,496032,0001324736,1231
23245,Other intangible assets,496032,0001324736,1231
28773,Going concern,507198,0001324736,1231
11822,Goodwill,456791,0001324948,0329
21313,Business combinations,487523,0001324948,0329
21314,Goodwill,487523,0001324948,0329
21985,Business combinations,490528,0001324948,0329
21986,Goodwill,490528,0001324948,0329
30024,Goodwill,512239,0001324948,0329
38362,Goodwill,536289,0001324948,0329
4116,Goodwill,426932,0001324948,0329
47436,Goodwill,565225,0001324948,0329
26647,Revenue from customer contracts,502809,0001325618,1231
35311,Revenue from customer contracts,527887,0001325618,1231
44411,Revenue from customer contracts,555821,0001325618,1231
48374,Revenue from customer contracts,571346,0001325618,1231
18491,Allowance for credit losses,479364,0001325670,1231
27372,Allowance for credit losses,505053,0001325670,1231
27373,Goodwill,505053,0001325670,1231
39648,Allowance for credit losses,542157,0001325670,1231
39649,Goodwill,542157,0001325670,1231
39700,Allowance for credit losses,542485,0001325670,1231
39701,Goodwill,542485,0001325670,1231
39702,Derivatives and hedging,542485,0001325670,1231
47093,Goodwill,563207,0001325670,1231
47094,Allowance for credit losses,563207,0001325670,1231
9307,Allowance for credit losses,449148,0001325670,1231
9308,Goodwill,449148,0001325670,1231
15797,Deferred income taxes,474923,0001325702,1231
24788,Deferred income taxes,500356,0001325702,1231
35680,Deferred income taxes,529284,0001325702,1231
44995,Deferred income taxes,557481,0001325702,1231
8744,Deferred income taxes,447240,0001325702,1231
18043,Derivatives and hedging,478641,0001325814,1231
26987,Derivatives and hedging,503853,0001325814,1231
35603,Derivatives and hedging,528863,0001325814,1231
44448,Derivatives and hedging,556150,0001325814,1231
8872,Derivatives and hedging,448005,0001325814,1231
18907,Derivatives and hedging,480192,0001325878,1231
27737,Derivatives and hedging,505601,0001325878,1231
35747,Derivatives and hedging,529567,0001325878,1231
44772,Derivatives and hedging,557299,0001325878,1231
9547,Derivatives and hedging,449384,0001325878,1231
18481,Sales return and allowances,479365,0001325879,1231
9418,Research and development expenses,449122,0001325879,1231
29113,Going concern,509166,0001325950,1231
29114,Shareholder valuation,509166,0001325950,1231
17645,Other investments,477164,0001326003,1231
26395,Other investments,502386,0001326003,1231
35414,Other investments,528265,0001326003,1231
8310,Other investments,445942,0001326003,1231
10486,Proven and unproven reserves,451484,0001326089,1231
17349,Related party transactions,476873,0001326110,1231
26569,Related party transactions,502260,0001326110,1231
36289,Related party transactions,530471,0001326110,1231
39293,Related party transactions,456154,0001326110,1231
44029,Related party transactions,554991,0001326110,1231
8422,Related party transactions,446211,0001326110,1231
17072,Revenue from customer contracts,476418,0001326141,1231
25160,Revenue from customer contracts,500668,0001326141,1231
33910,Revenue from customer contracts,526003,0001326141,1231
7475,Revenue from customer contracts,444362,0001326141,1231
1481,Equity investments and joint ventures,416733,0001326160,1231
1482,Regulatory assets and liabilities,416733,0001326160,1231
15987,Regulatory assets and liabilities,475279,0001326160,1231
15988,Equity investments and joint ventures,475279,0001326160,1231
25854,Discontinued operations,501423,0001326160,1231
25855,Regulatory assets and liabilities,501423,0001326160,1231
33916,Regulatory assets and liabilities,526006,0001326160,1231
33917,Asset retirement and environmental obligations,526006,0001326160,1231
33918,Discontinued operations,526006,0001326160,1231
43285,Regulatory assets and liabilities,553959,0001326160,1231
43286,Asset retirement and environmental obligations,553959,0001326160,1231
6880,Regulatory assets and liabilities,443858,0001326160,1231
18547,Deferred and capitalized costs,479559,0001326190,1231
25990,Research and development expenses,501857,0001326190,1231
36749,Research and development expenses,531294,0001326190,1231
43245,Research and development expenses,553812,0001326190,1231
6966,Other intangible assets,443576,0001326190,1231
16051,"Property, plant and equipment",475280,0001326200,1231
24730,"Property, plant and equipment",500359,0001326200,1231
34350,"Property, plant and equipment",526689,0001326200,1231
42318,"Property, plant and equipment",552410,0001326200,1231
6484,"Property, plant and equipment",443649,0001326200,1231
12048,Other contingent liabilities,458383,0001326205,0331
10221,Real estate investments,451042,0001326321,1231
12596,Real estate investments,461851,0001326321,1231
19679,Real estate investments,481946,0001326321,1231
28550,Real estate investments,507507,0001326321,1231
18805,Inventory,479987,0001326380,0201
36664,Inventory,531134,0001326380,0201
39272,Inventory,506447,0001326380,0201
39273,Other intangible assets,506447,0001326380,0201
45541,Inventory,558661,0001326380,0201
9734,Inventory,450022,0001326380,0201
16125,Revenue from customer contracts,475467,0001326732,1231
1817,Revenue from customer contracts,417469,0001326732,1231
25841,Revenue from customer contracts,501424,0001326732,1231
35055,Revenue from customer contracts,527423,0001326732,1231
42503,Error corrections,552913,0001326732,1231
43239,Other liabilities and provisions,553925,0001326732,1231
43240,Research and development expenses,553925,0001326732,1231
6283,Revenue from customer contracts,443314,0001326732,1231
18762,Derivatives and hedging,479880,0001326771,1231
27494,Derivatives and hedging,505230,0001326771,1231
36449,Derivatives and hedging,530656,0001326771,1231
45223,Derivatives and hedging,558146,0001326771,1231
9571,Derivatives and hedging,449385,0001326771,1231
14254,Other contingent liabilities,472438,0001326801,1231
14255,Uncertain tax positions,472438,0001326801,1231
23584,Other contingent liabilities,498539,0001326801,1231
23585,Uncertain tax positions,498539,0001326801,1231
32324,Other contingent liabilities,523884,0001326801,1231
32325,Uncertain tax positions,523884,0001326801,1231
37755,Other contingent liabilities,533812,0001326801,1231
37756,Uncertain tax positions,533812,0001326801,1231
40643,Other contingent liabilities,547935,0001326801,1231
40644,Uncertain tax positions,547935,0001326801,1231
46774,Other contingent liabilities,561800,0001326801,1231
46775,Uncertain tax positions,561800,0001326801,1231
480,Other contingent liabilities,415327,0001326801,1231
481,Uncertain tax positions,415327,0001326801,1231
4908,Other contingent liabilities,440356,0001326801,1231
4909,Uncertain tax positions,440356,0001326801,1231
16013,Revenue from customer contracts,475281,0001327318,1231
2386,Revenue from customer contracts,418615,0001327318,1231
25543,Revenue from customer contracts,500916,0001327318,1231
33556,Revenue from customer contracts,525557,0001327318,1231
42106,Revenue from customer contracts,552235,0001327318,1231
42231,Revenue from customer contracts,552406,0001327318,1231
8525,Revenue from customer contracts,446681,0001327318,1231
8526,Goodwill,446681,0001327318,1231
108,Policy changes,409008,0001327567,0731
109,Business combinations,409008,0001327567,0731
12856,Revenue from customer contracts,463095,0001327567,0731
12857,Business combinations,463095,0001327567,0731
22285,Revenue from customer contracts,491612,0001327567,0731
31106,Revenue from customer contracts,516620,0001327567,0731
39411,Revenue from customer contracts,540890,0001327567,0731
4510,Revenue from customer contracts,431851,0001327567,0731
4511,Business combinations,431851,0001327567,0731
4512,Other debt,431851,0001327567,0731
48343,Revenue from customer contracts,571098,0001327567,0731
48344,Business combinations,571098,0001327567,0731
36217,Allowance for credit losses,530164,0001327607,
37971,Allowance for credit losses,534577,0001327607,
44507,Allowance for credit losses,556151,0001327607,
47002,Allowance for credit losses,562662,0001327607,
10733,Revenue from customer contracts,452266,0001327688,0131
20047,Revenue from customer contracts,482947,0001327688,0131
28895,Revenue from customer contracts,508305,0001327688,0131
37285,Revenue from customer contracts,532429,0001327688,0131
46244,Revenue from customer contracts,560296,0001327688,0131
16983,Revenue from customer contracts,476420,0001327811,0131
25679,Revenue from customer contracts,501593,0001327811,0131
3279,Revenue from customer contracts,419708,0001327811,0131
35706,Revenue from customer contracts,529258,0001327811,0131
44678,Revenue from customer contracts,556924,0001327811,0131
8272,Revenue from customer contracts,445712,0001327811,0131
18401,Business combinations,479316,0001327978,1231
18402,Real estate investments,479316,0001327978,1231
27738,Business combinations,505602,0001327978,1231
27739,Real estate investments,505602,0001327978,1231
35904,Business combinations,529845,0001327978,1231
35905,Real estate investments,529845,0001327978,1231
36144,Business combinations,530353,0001327978,1231
36145,Real estate investments,530353,0001327978,1231
44424,Other investments,555823,0001327978,1231
44425,Real estate investments,555823,0001327978,1231
8628,Business combinations,446639,0001327978,1231
8629,Real estate investments,446639,0001327978,1231
6177,Insurance contract liabilities,443132,0001328143,1231
15600,Sales return and allowances,474681,0001328581,1231
1795,Sales return and allowances,417428,0001328581,1231
24522,Sales return and allowances,500082,0001328581,1231
33169,Sales return and allowances,525082,0001328581,1231
42104,Sales return and allowances,552238,0001328581,1231
6040,Sales return and allowances,442949,0001328581,1231
12024,Revenue from customer contracts,458192,0001328792,0331
22010,Revenue from customer contracts,490649,0001328792,0331
22011,Business combinations,490649,0001328792,0331
22012,Going concern,490649,0001328792,0331
30378,Revenue from customer contracts,513501,0001328792,0331
30379,Going concern,513501,0001328792,0331
39465,Revenue from customer contracts,541197,0001328792,0331
48074,Revenue from customer contracts,569430,0001328792,0331
11302,"Property, plant and equipment",454336,0001328919,1231
12613,"Property, plant and equipment",461935,0001328919,1231
20760,"Property, plant and equipment",485827,0001328919,1231
21980,"Property, plant and equipment",490496,0001328919,1231
29555,"Property, plant and equipment",510317,0001328919,1231
30921,"Property, plant and equipment",515883,0001328919,1231
38072,"Property, plant and equipment",535011,0001328919,1231
39368,"Property, plant and equipment",540646,0001328919,1231
47056,"Property, plant and equipment",563099,0001328919,1231
48337,"Property, plant and equipment",571242,0001328919,1231
19190,Equity investments and joint ventures,480881,0001329099,1231
19191,Equity investments and joint ventures,480881,0001329099,1231
27821,Equity investments and joint ventures,505745,0001329099,1231
3450,Equity investments and joint ventures,421813,0001329099,1231
36218,Equity investments and joint ventures,530165,0001329099,1231
45834,Equity investments and joint ventures,559384,0001329099,1231
8753,Equity investments and joint ventures,447263,0001329099,1231
8754,Equity investments and joint ventures,447263,0001329099,1231
11667,Goodwill,456193,0001329394,1231
20545,Inventory,484663,0001329394,1231
29645,Inventory,510625,0001329394,1231
38120,Inventory,535325,0001329394,1231
4235,Goodwill,428149,0001329394,1231
47226,Inventory,563444,0001329394,1231
11025,Accounts/loans receivable,452844,0001329606,1231
11026,Revenue from customer contracts,452844,0001329606,1231
12905,Accounts/loans receivable,463477,0001329606,1231
12906,Revenue from customer contracts,463477,0001329606,1231
20272,Business combinations,483660,0001329606,1231
21020,Business combinations,486697,0001329606,1231
21412,Business combinations,488027,0001329606,1231
21748,Business combinations,489416,0001329606,1231
23007,Business combinations,494934,0001329606,1231
23532,Business combinations,498315,0001329606,1231
23932,Business combinations,499413,0001329606,1231
26657,Business combinations,502789,0001329606,1231
26659,Business combinations,502790,0001329606,1231
27733,Business combinations,505585,0001329606,1231
27954,Business combinations,506125,0001329606,1231
29176,Revenue from customer contracts,509022,0001329606,1231
37652,Revenue from customer contracts,533625,0001329606,1231
37653,Business combinations,533625,0001329606,1231
37654,Other investments,533625,0001329606,1231
37747,Revenue from customer contracts,533813,0001329606,1231
37748,Business combinations,533813,0001329606,1231
37749,Shareholder valuation,533813,0001329606,1231
38632,Revenue from customer contracts,537721,0001329606,1231
38633,Business combinations,537721,0001329606,1231
38634,Other investments,537721,0001329606,1231
38639,Revenue from customer contracts,537723,0001329606,1231
38640,Revenue from customer contracts,537722,0001329606,1231
46603,Revenue from customer contracts,561307,0001329606,1231
46604,Subsidiary/affiliate,561307,0001329606,1231
46605,Goodwill and intangible assets,561307,0001329606,1231
47663,Revenue from customer contracts,566615,0001329606,1231
47664,Subsidiary/affiliate,566615,0001329606,1231
47665,Goodwill and intangible assets,566615,0001329606,1231
18951,Derivatives and hedging,480289,0001329842,1231
27693,Derivatives and hedging,505468,0001329842,1231
36451,Derivatives and hedging,530657,0001329842,1231
45407,Derivatives and hedging,558341,0001329842,1231
9658,Derivatives and hedging,449588,0001329842,1231
18039,Derivatives and hedging,478642,0001330399,1231
26904,Derivatives and hedging,503775,0001330399,1231
35503,Derivatives and hedging,528447,0001330399,1231
44280,Derivatives and hedging,555511,0001330399,1231
8756,Derivatives and hedging,447763,0001330399,1231
19101,"Property, plant and equipment",480649,0001331284,1231
27878,"Property, plant and equipment",505916,0001331284,1231
36339,"Property, plant and equipment",530564,0001331284,1231
45248,"Property, plant and equipment",558147,0001331284,1231
9977,"Property, plant and equipment",450295,0001331284,1231
36882,Other debt,531490,0001331421,1231
38553,Other debt,537419,0001331421,1231
18148,Derivatives and hedging,478827,0001331451,1231
26989,Derivatives and hedging,503858,0001331451,1231
35581,Derivatives and hedging,528955,0001331451,1231
44605,Derivatives and hedging,556727,0001331451,1231
8740,Derivatives and hedging,447792,0001331451,1231
18840,Derivatives and hedging,480040,0001331463,1231
27696,Derivatives and hedging,505469,0001331463,1231
36219,Derivatives and hedging,530166,0001331463,1231
44966,Derivatives and hedging,557482,0001331463,1231
9604,Derivatives and hedging,449554,0001331463,1231
17761,Derivatives and hedging,477317,0001331465,1231
27133,Derivatives and hedging,504480,0001331465,1231
35679,Derivatives and hedging,529286,0001331465,1231
44508,Derivatives and hedging,556152,0001331465,1231
8448,Derivatives and hedging,446112,0001331465,1231
16009,Allowance for credit losses,475282,0001331520,1231
2057,Allowance for credit losses,417846,0001331520,1231
25373,Allowance for credit losses,501041,0001331520,1231
25374,Business combinations,501041,0001331520,1231
34104,Allowance for credit losses,526384,0001331520,1231
43251,Allowance for credit losses,553815,0001331520,1231
7514,Allowance for credit losses,444207,0001331520,1231
13272,Other debt,465436,0001331612,0630
13273,Business combinations,465436,0001331612,0630
22605,Other debt,493153,0001331612,0630
22606,Business combinations,493153,0001331612,0630
31403,Other debt,518352,0001331612,0630
39717,Other debt,542530,0001331612,0630
39718,Goodwill and intangible assets,542530,0001331612,0630
40359,Other debt,545782,0001331612,0630
40360,Goodwill and intangible assets,545782,0001331612,0630
40361,Other debt,545783,0001331612,0630
18147,Derivatives and hedging,478826,0001331754,1231
27376,Derivatives and hedging,505055,0001331754,1231
35795,Derivatives and hedging,529704,0001331754,1231
44773,Derivatives and hedging,557304,0001331754,1231
8870,Derivatives and hedging,448002,0001331754,1231
19001,Derivatives and hedging,480406,0001331757,1231
27804,Derivatives and hedging,505746,0001331757,1231
36456,Derivatives and hedging,530658,0001331757,1231
45379,Derivatives and hedging,558342,0001331757,1231
9836,Derivatives and hedging,450131,0001331757,1231
16616,Insurance contract liabilities,475849,0001331875,1231
16617,Business combinations,475849,0001331875,1231
16618,Other investments,475849,0001331875,1231
16619,Derivatives and hedging,475849,0001331875,1231
25591,Other contingent liabilities,501594,0001331875,1231
25592,Business combinations,501594,0001331875,1231
25593,Other investments,501594,0001331875,1231
25594,Derivatives and hedging,501594,0001331875,1231
35058,Insurance contract liabilities,527425,0001331875,1231
35059,Derivatives and hedging,527425,0001331875,1231
43718,Insurance contract liabilities,554491,0001331875,1231
43719,Derivatives and hedging,554491,0001331875,1231
7649,Insurance contract liabilities,445408,0001331875,1231
7650,Business combinations,445408,0001331875,1231
7651,Other investments,445408,0001331875,1231
7652,Derivatives and hedging,445408,0001331875,1231
899,Other contingent liabilities,416255,0001331875,1231
1161,Goodwill,416569,0001332349,1231
1162,"Property, plant and equipment",416569,0001332349,1231
14890,"Property, plant and equipment",473788,0001332349,1231
24798,"Property, plant and equipment",500361,0001332349,1231
33410,"Property, plant and equipment",525268,0001332349,1231
41760,Leases,551897,0001332349,1231
6714,Goodwill,443964,0001332349,1231
6715,"Property, plant and equipment",443964,0001332349,1231
17996,Allowance for credit losses,478330,0001332551,1231
17997,"Property, plant and equipment",478330,0001332551,1231
26896,Allowance for credit losses,503676,0001332551,1231
35607,Allowance for credit losses,528879,0001332551,1231
45103,Allowance for credit losses,557722,0001332551,1231
9135,Allowance for credit losses,448399,0001332551,1231
9136,"Property, plant and equipment",448399,0001332551,1231
1476,Goodwill,416730,0001333141,1231
1477,Business combinations,416730,0001333141,1231
15401,Goodwill,474510,0001333141,1231
24732,Goodwill,500370,0001333141,1231
24733,Business combinations,500370,0001333141,1231
33250,Goodwill,525086,0001333141,1231
42764,Goodwill,553210,0001333141,1231
6137,Goodwill,443112,0001333141,1231
11431,Going concern,454840,0001333172,1231
11432,Long-lived assets,454840,0001333172,1231
11433,"Property, plant and equipment",454840,0001333172,1231
11434,Goodwill,454840,0001333172,1231
20190,Going concern,483399,0001333172,1231
20191,Long-lived assets,483399,0001333172,1231
28097,Goodwill,506406,0001333172,1231
15078,Revenue from customer contracts,474090,0001333274,1231
24187,Business combinations,499663,0001333274,1231
24188,Revenue from customer contracts,499663,0001333274,1231
32885,Goodwill,524732,0001333274,1231
41942,Goodwill,552114,0001333274,1231
5421,Long-lived assets,441975,0001333274,1231
852,"Property, plant and equipment",416151,0001333274,1231
17149,Other revenue,476900,0001333493,1231
26550,Other revenue,502262,0001333493,1231
3034,Other revenue,419340,0001333493,1231
35236,Revenue from customer contracts,527334,0001333493,1231
43241,Revenue from customer contracts,553926,0001333493,1231
7691,Other revenue,444931,0001333493,1231
